text,actual_sentiment,predicted_sentiment,confidence,correct_prediction,prob_negative,prob_neutral,prob_positive,mixed_detected,middle_subtype
i m a frequent visitor to many of the locations around my area i usually order the same thing skinny vanilla latte and a breakfast sandwich i went through the the drive up and was greeted by a very friendly barista while i waited she chatted me up and was peppy for the am hour i was pretty tired and her contagious attitude helped pep me up when i got my drink i gave it a sip and tasted awful like burnt coffee i went in and out when i explained it didn t taste right the manager took it right away apologizing and had the other barista make a new one his demeanor was very different and was disgruntled having to make a new one when i got the new one it tasted the exact same i was sorely disappointed that drink went to waste they could have had stars but when you can t make a standard staple drink on your menu that s a problem,neutral,negative,0.5808540003865094,False,0.5808540003865094,0.1154986996405656,0.3036472999729251,True,mixed_candidate
definitely not the best location i was thinking with it being so new maybe that s what kept everyone continuously slow and rude i decided to just start going inside due to that being much quicker than the drive thru there are two blonde guys who work there that are amazing and have a great personality but every woman that i ve come across there is just mean hopefully it picks up and their attitudes improve but for now i m sticking to my coffee and tea at home,neutral,negative,0.484980046445878,False,0.484980046445878,0.1105454180556749,0.404474535498447,True,mixed_candidate
this starbucks is still just a solid stars they get the job done but without any extra pizzaz in customer service i stopped in to pick up a grande cold brew before my class over at the apple store the cashier was very dry to be honest i do not remember her even thanking me or ordering the wait for my beverage was minimal considering two others were ahead of me in line the young lady who presented me my drink did thank me for coming in so i figured it was her job to say thanks i wish starbucks would go to paper straws or the new lids that are like a travel mug and do away with the plastic straws will i return only if i am taking a class at the apple store when february why liquid refreshment for class,neutral,negative,0.4874671396412269,False,0.4874671396412269,0.0965068480564557,0.4160260123023172,True,mixed_candidate
a starbucks like any other starbucks this is the one i visit when i work in the mall and there isn t anything special about it but there s nothing i have found particularly awful either i mostly visit here as oppossed to tim hortons or seond cup because of the my starbucks rewards program the lineups can get pretty ridiculous obviously since it s in a mall they also tend to have only one person on till even when it does get crazy which is a bit annoying especially if you re going there on your break and don t exactly have minutes to spend standing in line to order and again waiting for that order but most of the servers i ve had have been very friendly and good at their jobs there are one or two there that i dread getting but that s the same anywhere my coffee usually tastes just as i expect it to and only once or twice have they gotten anything on my order wrong and they are always happy to fix it a good option if you re in the mall and want a drink or snack though don t hold out hope of them having the new ish bistro boxes in stock they re sold out more often than not,neutral,negative,0.4381452012276908,False,0.4381452012276908,0.2810734579660344,0.2807813408062748,True,mixed_candidate
this starbucks has all the good starbucks taste you would expect but the workers are often chatting about who they are going to get fired next making them take longer on your order if you find it funny this might be a good thing otherwise there are better starbucks out there,neutral,negative,0.4101611723850247,False,0.4101611723850247,0.1803974949200583,0.409441332694917,True,mixed_candidate
been here lots of times and they have never got my drink wrong except for today it wasn t exactly what i ordered but pretty close and actually was very drinkable i used to drink starbucks almost everyday but the cost is now prohibitive this is a good location no major issues,neutral,neutral,0.4293593425138992,True,0.3235620443197521,0.4293593425138992,0.2470786131663486,True,mixed_candidate
i ve only been in here once but the baristas are super friendly and chatty i really appreciate it because a lot of people in the university area seem to hate the students it closes late at midnight and it s got two floors i love starbucks you always know what you re going to get,neutral,positive,0.7936211098160041,False,0.0827257373237969,0.1236531528601989,0.7936211098160041,True,mixed_candidate
this starbucks has an awful high turnover rate and training new people tends to slow down the delivery of orders there was once upon a time when this location had a steady crew with the two kims working here they were very friendly consistent in their barista skills and super accommodating when they failed us which was very rare now it s a sure hit or miss and i have to pray to the sweet baby jesus above that these baristas get it right so far it s been pretty good but unlike today they had no product for my pink refresher and the new store in algiers had no splenda i opted for the violet refresher in lieu of pink lol and it doesn t taste bad at all needless to say this is my neighborhood starbucks and we ve forged a good friendship with sandy who s been there a while and i look forward to her making our drinks,neutral,positive,0.5908929553703212,False,0.1584954502697513,0.2506115943599274,0.5908929553703212,True,mixed_candidate
i stopped by this starbucks a couple days ago to get my free drink from my rewards upon entering i was greeted with a friendly hello and i was glad to see no line the food selection was the same as any other starbucks and i got my drink after a slightly longer wait that usual i ordered a venti caramel frap with two shots of expresso and extra caramel drizzle the taste was fine but as i was walking to my car the drink ended up turning into a latte there wasn t a lot of ice and i m sure it didn t melt in the cold reno weather overall this place is a solid choice if you want a starbucks drink,neutral,negative,0.3726751645245619,False,0.3726751645245619,0.2681579293552032,0.3591669061202346,True,mixed_candidate
place is cute but there s a rude older woman that works here everyone else seemed nice though,neutral,positive,0.4458672425105392,False,0.4124580049683329,0.1416747525211278,0.4458672425105392,True,mixed_candidate
its a starbucks they are all about the same but this one seem to have the world smallest parking lot and drive tho people are always trying to get in and out and its just a mess out their,neutral,neutral,0.3796785766909989,True,0.3144165571339407,0.3796785766909989,0.3059048661750604,True,mixed_candidate
i have been going to this starbucks for years seven i have no complaints regarding my drinks i order a variety of concoctions so it s never the same thing for me they do a good job and even when i have to tell them how to make it they typically do a great job so drink wise they get stars but the slightly more mature gentleman that they have working the window has absolutely horrible customer service skills whenever i great him he never says hello back he just gives me a total for my drink he has never said you re welcome even after being told thank you which i do every time today i asked for my receipt and he said the receipt machine isn t working very curtly while never looking at me i can absolutely understand having an off day we all have them it s not great to have them when you work in the customer service industry especially when you re dealing with hundreds of customers a day but it can happen unfortunately he has made me go out of my way to a different location because of his rudeness i don t know if that s his natural personality and demeanor and he s like that with everyone or if he chooses to be like that only with people that are not of his skin color but whatever the reasoning is his customer service skills need to be addressed i have never had this issue in avon or at the one on th st and lafayette rd it s only him at the th st location i m even considering calling and making a verbal complaint because no one should have to be subjected to that,neutral,negative,0.6899032287230195,False,0.6899032287230195,0.0469776665106035,0.2631191047663771,True,mixed_candidate
i really enjoy starbucks i enjoy stopping off at them from time to time to relax and clear my mind although trying to find a parking space at this location is almost impossible sometimes with that is added stress which i don t need what s sad is the location is very convenient for me i ll be craving a cup of jo as i pass look at the lot and decide to keep going,neutral,negative,0.4696296333383471,False,0.4696296333383471,0.1634504777289696,0.3669198889326833,True,mixed_candidate
obviously this has all the same offerings as a regular starbucks but because it s in a penn building there are some pros cons pros lots of seats and study space nice outdoor seating options dining dollars from penn meal plans can be used convenient campus location cons not allowed to use mobile app for payment they don t accept any starbucks deals or coupons however they do participate in some campaigns such as frapp happy hour few outlets for laptops despite large study space gets busy full during school year staff can be rude sassy atypical of starbucks you can t even get a glass of water,neutral,positive,0.6711999551092769,False,0.0876274260224026,0.2411726188683205,0.6711999551092769,True,mixed_candidate
let s face it it s starbucks a little bit on the overrated side compared to the hip coffee shops that are now dotting the reno area i don t hate their coffee but it s not my favorite however it always seems to be a good choice for meeting up easy to get to lots of parking and plenty of tables and chairs to pass the time idly by no i am not a regular so they don t know me here and the cashier barrista made that very clear by depriving me of any semblance of a smile that the others have written about here but i have to say when i asked if i could have my cappuccino in one of the real cups and not in one of their famous to go cups he indulged me for that i was grateful my friend had one of their italian sodas and when i asked her how it was her reply eh but we had a good chat so all in all it was not a complete fail,neutral,positive,0.5884596658261328,False,0.2730252267164613,0.1385151074574057,0.5884596658261328,True,mixed_candidate
super slow but super friendly there were only two cars in front of me and they didn t have a massive order or anything but it still took mins to get my drink that s a bit excessive for a drive thru sure i could have mobile order which i usually do but this location said they were out of what i wanted on mobile app but really they were not out my frap was melted and my tea looked like it was sitting around for awhile i m sure they made the drinks right away when i ordered they just took a long time through the drive thru anyways i m sure i ll be back to this location if i m in the area,neutral,negative,0.628159075691053,False,0.628159075691053,0.171540997060145,0.200299927248802,True,mixed_candidate
i have had a experience at this location tough to find your first time the staff are friendly but sometimes it seems they are a person down drinks are always as expected but slow on occasion the location is convenient and the centrally located,neutral,neutral,0.4802366465288796,True,0.2195322365227516,0.4802366465288796,0.3002311169483687,True,mixed_candidate
as others have said this starbucks isn t great slow service very unfriendly staff but my drink was good so for a airport stop i guess it ll do,neutral,negative,0.4782830672068821,False,0.4782830672068821,0.4240073394576122,0.0977095933355056,True,mixed_candidate
my friend ordered a flat white and it was ok not as well prepared as she s had at other starbucks i had a breakfast sandwich and friend tried it as well and lets say it mostly went in the trash to sum things up the experience at this starbucks could have been better if we were greeted with a smile and some enthusiasm however young lady at counter couldn t do either as much as we were trying to be infectious with ours great customer service can a lot of times compensate for mistakes hope this helps improve things at this location,neutral,positive,0.4350382067155884,False,0.3049426759810011,0.2600191173034105,0.4350382067155884,True,mixed_candidate
very small and cramped workers were slow and unfriendly no scanner to pay with your phone she attempted to type in the correct info like times so i could pay wasn t too impressed my drink tastes good though hence the stars i did see a really cool starbucks just up the street though and it is in an awesome and authentic looking building so skip this one and go there,neutral,negative,0.4452292467659189,False,0.4452292467659189,0.3044791785468049,0.2502915746872761,True,mixed_candidate
i could never give any more stars to a starbucks their coffee is good and all but i hate the rude hipsters and snobs who flock and take over this particular one has a back entrance away from the beards finger banging their crapple laptops so you can order and then bolt edit karen is hands down the best employee there and deserves a raise everyone else gives sub par service and drinks,neutral,positive,0.5582118729460285,False,0.3773950843784148,0.0643930426755567,0.5582118729460285,True,mixed_candidate
well location isnt an issue there everywhere i dont drink coffee so my review is on everything but why is the venti still kinda small i order tead and a few sips and shes empty the prices seem kind of steep but hell everywheres steep staff is always happy to serve you and there baked goods are rather delicious as well i hate line ups and well theres always on here always seriously i dont think i ve ever walked into a starbucks and never had to wait in line meh its a ok,neutral,negative,0.4283947618177358,False,0.4283947618177358,0.2186563217330844,0.35294891644918,True,mixed_candidate
after spin class nine of us went to starbuck s first ever evening hours wine night the weather was perfect we enjoyed sitting outside everyone ordered wine the service was a little slow maybe because this was the first day to serve wine the staff was friendly and helpful a pleasant lady brought our drinks to us and asked if we needed anything else later she came back and cleared our dirty dishes the wine is served in glasses nice and much to our surprise a snack of seasoned pumpkin seeds was included everyone seemed pleased about that the wine was a good quality mine was delicious i heard several comments about how good it was however everyone seemed to agree that the pour was extremely small and for the price seemed a little chintzy starbuck s please reconsider the pour size and make it comparable to the wine quality and the price do that and i will come back with a five star rating we were all excited to know you are now having wine night,neutral,positive,0.742421258520683,False,0.0702720637345154,0.1873066777448014,0.742421258520683,True,mixed_candidate
let s face it we all kind what starbucks is about you have so many choices and sizes at a premium price i am fine with that their customer service is heralded as top notch i have found the cool refreshers to be a great option to coffee or tea the issue lately with the starbucks locations i have visited is that they do not fill the cup it seems trivial but when you pay top dollar you want your beverage filled not an inch or so from the top next time i will complain but it was just too busy bitching in front of others and backing up the line was not what i wanted let s hope they browse yelp reviews and get it right,neutral,positive,0.6433825866425232,False,0.171754403899257,0.1848630094582197,0.6433825866425232,True,mixed_candidate
bluf i only go to starbucks in a pinch because of morals support your local coffee shops i am not a college age white girl i dont wear yoga pants and i hate furry boots but i was drawn to see what the spiced pumpkin latte was all about i made my gf order it for me though to save me the embarrassment it was okay but nothing special not sure what all the hoopla is about my gf got the salted caramel latte which i didnt think was good at all i like just plain black coffee and any time i stray from that i remember why this line is always long but they are efficient and it goes quick they spelled my name right john so that was a little disappointing,neutral,positive,0.4644509695579734,False,0.362289476635362,0.1732595538066645,0.4644509695579734,True,mixed_candidate
this location is always hit or miss sometimes my order is great and sometimes my order is wrong i counted once and figured out they had messed up my order more than times out of maybe and when i say messed up my order i mean either forgetting something completing giving me the wrong item messing up a drink order or something else it became an ongoing joke anytime i went there the staff was usually helpful when i reported the mistakes but it just shouldn t happen that often to begin with,neutral,negative,0.6176011292444094,False,0.6176011292444094,0.287361990013516,0.0950368807420747,True,mixed_candidate
i ve driven past this starbucks many times and thought it looked like an interesting place i ve never stopped but today i found myself downtown and thought i should stop in and have a look overall i d say it s a pretty nice starbucks but it suffers from one fatal flaw as a work location unless you live nearby and that is the pay parking i didn t spend a lot of time driving around looking for free parking because i don t think it exists in this area an hour it s great if you live or work nearby and have the parking taken care of or are using transit to get here otherwise if you re driving forget it unless have a meeting set up here work for a few hours and it s going to cost you not to mention the inconvenience of having to go plug the meter it s at the bottom of an apartment building so i m sure the residents know this location well busyness there are a lot of apartments around here so i expect this place is pretty busy in the morning i wouldn t mind a starbucks near my house noisiness for being pretty steady it hasn t been too bad for a friday afternoon it s winter now so i don t know what kind of crazy person would order an iced drink to get those blenders going but it is canada ambience this isn t your usual boxy starbucks it clips off the bottom corner of the building so it has an unusual layout the windows seem to line about half of the walls so it s quite bright inside with high ceilings power i didn t really see many outlets at the tables so you may have a problem unless your laptop is miserly with the power free wifi available and works well staff friendly and efficient as usual seating there are seats here with one large table to work at if you re into relaxing in an easy chair there are four of them tucked away in the corner and there s an electrical outlet there perfect place for a power meeting or power nap the rest of the tables are the square type with two chairs each i like them much better than the useless round cafe style tables security it s a nice neighbourhood but if you ve read my other reviews you ll know i m just paranoid about that kind of stuff,neutral,positive,0.9071468635829308,False,0.0209628592200413,0.0718902771970278,0.9071468635829308,True,mixed_candidate
this location is always very friendly and accommodating however the last couple of times i ve been and gotten a pink drink it s looked like this sort of hard to see in the photo but it s not mixed well such that the coconut milk is sort of floating in pieces inside the lemonade stuff the first time i thought they were just in a hurry or something but today it was not mixed well again highly recommend the drink but it tastes much better when it s mixed smooth,neutral,negative,0.5088240134509139,False,0.5088240134509139,0.1279013577520065,0.3632746287970797,True,mixed_candidate
starbucks as far as drinks go is well starbucks they re always exactly the same i know what to expect and that s what i get so that s the reason for the solid three stars what baffles me about this location is that i have been going there consistently since i moved to this side of town about three years ago and by consistently i mean at least three times a week every single week they still do not know my name every time i go in they act like its the first time they have ever seen me they re never rude but they re not really that nice and even when they re nice they definitely don t recognize me the qt employees next door recognize me more and they have only been seeing me for about months step it up starbucks please,neutral,positive,0.4891228214133904,False,0.3994930208384148,0.1113841577481947,0.4891228214133904,True,mixed_candidate
this starbucks is just okay there isn t really anything special about it sometimes they mess up my orders here when i do the online mobile ordering they have added the wrong milk to my coffee and also gave me the wrong food once everytime i order in store my order doesn t come out wrong only when i order on the app there is always a huge line here hence why i do the online ordering sometimes the staff here is in a good mood but other times they aren t you can tell by the way they are talking to the customers if they are or not overall i will continue to come to this starbucks because its convent for me but i hope that their customer service improves and they stop messing up my order,neutral,negative,0.5131778907941562,False,0.5131778907941562,0.3910522489194577,0.0957698602863861,True,mixed_candidate
everyone at this starbucks is nice and that is a plus however they are also incredibly slow it takes them way to long to get my very simple order i used to work for a starbucks so i can appreciate how busy they can be i suspect they put all their attention to their drive thru and neglect the cafe i prefer to go to the dunkin donuts next door they are way faster and it is a much better experience,neutral,negative,0.6087034018488935,False,0.6087034018488935,0.1811328394508933,0.2101637587002133,True,mixed_candidate
this starbucks is fine i would agree with other reviewers that there isn t a real sense of urgency with the baristas however i ve only been a few times in the late afternoon when i m not in a rush and there isn t a real line not a good place to work lots of teens hang out around gay street and they want their starbucks fix too might be different during working hours i think the non paying customer issue some reviewers were talking about a few years ago doesn t happen as often anymore kind of a shame that a starbucks is in a nice location on gay street vs a local business fenn s coffee is a short walk away and has a homier local vibe without kids and i ve seen people working there,neutral,negative,0.5371082110141354,False,0.5371082110141354,0.1920382641599848,0.2708535248258798,True,mixed_candidate
coffee is awesome of course but what i don t get is why they close so early i don t know if it s an arizona thing but usually in ny you can be in the burbs and the coffee joints are hrs,neutral,positive,0.508064302787048,False,0.3126726576120842,0.1792630396008678,0.508064302787048,True,mixed_candidate
the atomosphere is nice and the music is good for studying it can get loud sometimes when a large group of people come in to study however the internet is terribly terribly slow,neutral,negative,0.4083189132619035,False,0.4083189132619035,0.2750183726146719,0.3166627141234246,True,mixed_candidate
in the middle and late s this particular location was a caf paradiso i was more of a tea drinker than a coffee drinker then but every once in awhile i went to caf paradiso for their snacks baked goods and an occasional cup or two of coffee it was a nice place and i liked it a lot then one day when i was working and going to classes at a nearby university caf paradiso was gone it was converted to a starbucks and it s still a starbucks my caf paradiso was gone quel horreur so now it has continued to be a starbucks ever since then and it s not too much different than all the other starbucks locations some have outside seating and others don t have outside seating this one has outside seating the interior must have been remodeled because it s dark like everything is mahogany wood or made to look like that and depressing inside i m not sure what they were trying to accomplish with that but for me it doesn t work it doesn t feel inviting and i didn t want to stay there very long they offer typical starbucks stuff they were limited on the starbucks merchandise like cups and mugs they had food offerings like made up sandwiches and what seemed like limited baked goods parking is a problem now because the formerly free spaces along wydown are not free anymore they have an electronic pay station where you have to pay for the parking now i don t know why they changed it but it is now really inconvenient to park there now those electronic pay stations are a major pain in the ass because they take coins or cards and you have to put in your plate number in addition to paying with either the card or coins i hate them around the corner are the old fashioned parking meters which i prefer over that damn pay station so just beware of that and you will get a ticket if you don t pay i won t be back anytime soon,neutral,neutral,0.4241304894934437,True,0.2263853228390034,0.4241304894934437,0.3494841876675529,True,mixed_candidate
this is one of the easier locations to get to except during morning hours go after am the drinks still do not come out consistent i came here for days straight and ordered the same green tea frap all tasted different,neutral,negative,0.3777466675486001,False,0.3777466675486001,0.2618111391871968,0.360442193264203,True,mixed_candidate
i am a huge fan of starbucks and i usual come everyday i ve been stopping at this particular starbucks since mid october because my morning commute changed unfortunately i ve been disappointed with this starbucks on many occasions mainly due to inconsistency in the quality and taste of my drinks i always order a latte or a cappuccino lately i ve been drinking more cappuccinos because the lattes i ve been getting here taste so weak being that a cappuccino has less milk i ve been going with that i don t think i should have to order an extra shot just to get a latte that doesn t taste like pure milk the younger girls who work here make better drinks and deliver good customer service there is an older lady who works here who lacks in both categories i feel bad pointing this out but i shouldn t have to feel like a burden when i come here maybe service would be better if we could tip i m not a difficult customer in fact i have great working relationships with all of the baristas in my hometown store in wyomissing i ve never had a single complaint there honestly i don t even care as much about the service as long as i m getting excellent drinks maybe they re neglecting to tend to the espresso machine properly,neutral,negative,0.5898557180805057,False,0.5898557180805057,0.1440845914320193,0.266059690487475,True,mixed_candidate
i would have given them a four but the gal that made our coffee wasn t the friendliest which was a bummer because we came a couple days later and the guy working the drive thru was very happy and polite i guess some people just have there off days i get it,neutral,negative,0.4405034816813434,False,0.4405034816813434,0.1896933040472916,0.3698032142713648,True,mixed_candidate
compared to other starbucks this one always has the same issue really dirty gross restrooms i stop here on occasion to work before appointments downtown nothing makes me lose my appetite more for a delicious cup of joe than smelling urine while washing my hands please fix begging you because you have good wifi you are kind of my office starbucks most recent visit was yesterday,neutral,positive,0.7094364140749421,False,0.1454976937156278,0.1450658922094301,0.7094364140749421,True,mixed_candidate
while this is the closet starbucks to me i can t actually visit them regularly because of the lack of consistency of the drinks and the staff there are def some employees that are friendly and smile and the others just barely acknowledge your existence the frappes are also sometimes good and sometimes completely watered down depending on the barista i shouldn t have to dread seeing certain baristas and hope they make things properly,neutral,positive,0.5239021299930814,False,0.330947419479475,0.1451504505274435,0.5239021299930814,True,mixed_candidate
this is one of the starbucks that makes you sooooooo glad you can now order from the app the people are normal customer service workers over worked short staffed and under paid in sure as it shows in their work this is not one of the fun hang out happy people starbucks the building is nice the lay out seems backward and causes a lot of congestion and there for some unholy reason is always a line out the door i have never walked out of a star bucks before getting coffee the source of my life but i have here it s just not worth the wait they take forever coffee is coffee but if you go here order from the app it s going to still take a while but it s less than waiting in that line,neutral,positive,0.4926599849139415,False,0.4213800595877905,0.085959955498268,0.4926599849139415,True,mixed_candidate
i had never really gave into the hype of starbucks sb it was just one of those places that everyone seemed to enjoy coffee smoffee what s the fuss right wrong i think i may have become a new convert one early morning i needed to feed the post workout beast within ya girl was hungry without trying i had time to spare before work and wanted to try something different sb seeped into my thoughts and i hopped on over to loughborough commons per one of my favorite youtuber s vlogs she constantly raved about the bacon gouda sandwich so i went with that along with the strawberry acai refresher with coconut milk this particular store is small and sits at the corner to the entrance the drive thru was giving the ladies morning rush hell but they still managed to greet me somewhat dully when i walked in the store was clean and airy on the inside after a few secs of menu gazing to make sure my choices were the one i gave the cashier my order quick simple the wait wasn t too long the workers were going as fast and accurate as possible the cashier didn t ask for my name and i m not apart of their rewards program so they had to yell out my order to me ain t no thing as long as it was accurate lol the strawberry refresher was amazing mixed very well and so fresh i ll definitely be ordering that again the sandwich just ok the applewood bacon was very crispy the egg was cooked to my liking but i just wasn t wow d beautiful looking sandwich tho honestly the sausage egg cheese sandwich from bread co is way better imo in addition my total was pricey sb is pricey in general but nothing over the top being a new convert i m willing to try all of what s offered at starbucks hopefully another trip and experience brings about more stars,neutral,positive,0.7829802478578042,False,0.1321879511607189,0.0848318009814769,0.7829802478578042,True,mixed_candidate
i usually love coming in to this starbucks it is one of three near my home but today a gentleman clearly cut the line and i was next to be served and the barista stilled served him this was not cool especially today because i was running late i told the barista and she didn t even apologize,neutral,negative,0.4634126531098512,False,0.4634126531098512,0.0993569775581475,0.4372303693320012,True,mixed_candidate
starbucks ahhh classic love a good frapp every once in a while it doesnt happen very often because this location always has a wait early morning i have no time for slow pace between traffic and always running behind this location for me would have me in search of a new job parking is impossible at times i mean they are connected to the bank and also a very busy mall always a drive thru line unless some random hour of the day cake pops a guilty overpriced pleasure i adore do not care much for there breakfast only a fan of the coffee i am a dunkin donut kind of gal so this is stars for me,neutral,positive,0.5182325242255662,False,0.1355710626274515,0.3461964131469822,0.5182325242255662,True,mixed_candidate
well i don t know where to start one thing this place is always packed this is my first time having starbucks yeah it s true why you ask well probably because i hate the smell of coffee so if it wasn t for a gift card i would have never tried them like i mentioned its always packed so we walked in the service was perfect i ordered a blueberry muffin and a apple juice it came out nice and warm and was damn good i can honestly see why folks are crazy about this place i m just not into all the coffee and lattes it s just not my thing and for the record i almost died from the coffee smell while waiting for the order lol,neutral,positive,0.5056745193237723,False,0.274133802388895,0.2201916782873326,0.5056745193237723,True,mixed_candidate
