text,actual_intensity_score,predicted_intensity_score,predicted_intensity_label
"this has got to be the worst starbucks in canada. always new people, the drinks are inconsistent and the service is horrible. definitely needs new management!",-0.8937999999999999,-1.0,Strong Negative
i went to this location with my 6yr old daughter she wasn't feeling well that day and accidentally dropped her smoothie on the ground. she felt so bad and started to cry. the staff was amazing they gave her a new one and told her it was ok. they even gave her an extra cute little cookie.,0.33719999999999994,0.18162100332185802,Neutral
the service was great met my friend there for coffee. it has be come my favorite meeting place. my coffee was very good. smooth and full of flavor.,0.6703600000000001,0.8248422833176523,Strong Positive
the baristas are always friendly and it's the speediest drive-thru of all the starbucks drive-thru's i've been to.,0.49756,0.5909821850938936,Positive
nice to have good quality coffee like starbucks at a rest stop but they seem to be pretty slow considering the amount of people working at this store. i guess beggars cannot be choosers here. definitely a contrast from the nyc starbucks stores. my drip coffee was good.,0.67612,0.3476520048456786,Positive
"i frequent this bux location at least three times a week, usually by means of the drive thru. i've gotta say: fantastic service and friendliest cashiers. i highly recommend it if in the carmel or zionsville area! :)",0.96916,0.5070567648871687,Positive
"great coffee and pastries, they add alot of ice so i suggest asking for less. a little pricey too. but overall great place to stop by in the morning.",0.6002400000000001,0.19364054562813615,Neutral
"i come here all the time. most of the time, the staff is on point! a few times ive had one particular young lady at the drive thru who just doesn't understand coffee, money or customer service. tonight in particular, i ordered a dirty chai with an extra shot and she told me i was ordering a made up drink... ummmm...no. that's a very common drink served at most coffee shops. it's literally on their menu. when she went to hand me the drink, she just shoved her arm in my car and didn't say a word. just hoped i saw her. it's very weird and she needs training... everyone else is great. just not her....",0.2972,-0.23095159792824108,Negative
"they made they drinks pretty fast, and some of them were friendly. but they didn't have any table and chairs left when we went.",0.19756,0.24021878146781236,Positive
"love the staff here. they are always super friendly and fast! they make an effort to learn your name/face and your drink. this is one of my favorite locations because they get my drink right every time. the only issue i have are all the rude high schoolers that come in being loud an obnoxious demanding water after school. to which they still are given ice cold water with a smile. love stopping here in the am between 9am -1pm or in the evening after 5 to avoid the kids. nothing against them, i was in high school once...but i do like to enjoy the café when it's peaceful and quiet. (: plus it's nice to stop in for a quick lunch or a pick me up when i have some grocery shopping to do at the fry's next door as well as the wells fargo conveniently located inside the store. it makes my day easier to have everything in the same plaza.",0.99348,1.0,Strong Positive
"i recently returned to town after a trip and when i went in to order my drink, the barista made it a point to welcome me back and ask me how i'd been since she hasn't seen me. i know how busy this starbucks can get, so the fact they really get to know and remember their customers is impressive! kudos to their customer service.",0.94872,0.5805810294404595,Positive
i went in this morning and ordered an iced mocha. tatiana greeted my friend and i with a smile and a warm welcome even though it was 6:50 in the morning. brandon greeted everyone with a good morning welcome to starbucks even thought he was prepping drinks. this locations stafff has never failed to impress me. whenever i need starbucks i will go to this location because of the great customer service that i receive from here.,0.98892,0.8079592453004549,Strong Positive
love that they 20 minutes closed earlier than their advertised time and several people were in line trying to get coffee and were completely ignored by the girl inside with a headset. utterly pissed. i need to make a long drive tonight and need some coffee.,-0.77512,-0.6052079485298811,Strong Negative
"this starbucks has very nice customer service. the manager, miguel, is a 5-star manager. he's always in a great, mellow mood. they are very busy place. however, that tells me it's because their good! they have plenty of tables inside and out. my husband and i go there almost everyday so i can start my day off right, with a smile!",0.66852,0.7339686504826414,Strong Positive
"i can't begin to express my gratitude to the young lady who held a bag of decaf christmas blend coffee for me. i cannot have a lot of caffeine in my system so decaf is my usual go to when it comes to coffee. she held this bag for me overnight and when i arrived the next morning at the store, she was not there but alex and the gentleman who was also there were very sweet and accommodating. alex told me of another location nearby that might have the decaf christmas blend and wouldn't you know they had it! so now i've got 2 bags of the decaf christmas blend to last me!",0.9202,0.3296752743635828,Positive
rude staff and drinks are not made properly. i have thrown out my drink on multiple occasions.,-0.78352,-0.6565058842819966,Strong Negative
this is the worst starbucks actually. i come here often and the hours are different every damn day of the week. if you're gonna close at 1pm-3pm everyday just shut the place down.,-0.91132,-0.3653336884918772,Negative
"this location is always so busy....but we like coming here as it's the closest drive-thru for us when we get our starbucks cravings. the staff is always so pleasant at this location and makes an effort to strike up conversation when at the window waiting for drinks to be ready. i am totally addicted to the guava green tea lemonade (no sweetener) and my daughter loves the pink drink (blended). if you've not had the guava, i highly recommend!! i've gotten some of my friends addicted to this drink. i think it's just the best and so refreshing and so pretty! :)",0.99396,0.9946876606516608,Strong Positive
this used to be my go-to starbucks and i'm not sure what has happened as of late but the service is horrendous! the last 4 out of 5 orders have been incorrect. the last order resulting in swallowing a mouthful of coffee grinds only to discover 3 inches of grinds at the bottom of my cup. they are way understaffed and the staff they do have need significantly more training and support. the trash is often overflowing outside.,-0.78552,-0.6115734232482876,Strong Negative
"this appears to be the starbux inside the target. they are remodeling the store and closed it down for a bit but are reopening any minute now. no real issues here - but i come at ""off"" times.",-0.1686,-0.3246125187889286,Negative
"i don't ever plan on writing reviews for franchises because essentially, you get the same experience as far as food/drink quality and service goes, especially when the aforementioned franchise is starbucks. it's kind of impressive and scary how all starbucks employees (regardless of their make, model, size, shape, sex, skin tone, etc etc) are almost stepford-ish in how nice, considerate and generally chipper they are. a secret (well not so secret anymore) way to test the general amiability of a starbucks barista is to walk in, look stupefied, and then say the following words: ""i... don't know what to get. do you have any suggestions?"" if they're good, they'll smile and give you some suggestions based on your tastes. if they're great, they'll do the same, but then offer to make you something else for free if you don't like what you bought. this is why i love starbucks and am annoyed by people who hate it. yes, they're a big faceless corporation, blah de blah, but they got so big because they make their customers feel like they're the only ones that matter for those brief two minutes. but i'm soapboxing now, so i'll cut it short. this location rocks because i love how it feels like a library with a starbucks attached. it reminds me of my undergrad days, and even simple things like the bricks in the ceiling, or how there is never a shortage of desks to lay out my books/laptop, or how all of the patrons are considerate and quiet, or even how this location is kind of set a little bit below ground making it feel all... cave-like; all these things just make me love spending time in here. say hi if you see me. i'm the brown guy with the idevice headphones on. there aren't many indians in that location, i mean it's not like there's a really nice private university nearby with indians all running amok. oh wait... ok fine, i'm the indian guy always wearing flip flops; i know most indians have an aversion to flip flops.",0.6943600000000001,0.49356078376348467,Positive
"great staff, bigger than appears from outside the amount of personal interviews, small office meetings, and real estate closings held in here, just ruin it. from across the small place, with little soundproofing, you hear self promoting projectors and their agendas, more than you want to. fun to meet up with friends, even a cup by yourself, but there is real taking advantage of, particularly this location.",0.31336,0.35087570423978953,Positive
"starbucks in the e concourse on mon. mid-afternoon 4/16/18- the best people working, cheerful, made a great shot- in- the- dark, and looked us in the eyes - nice to make a little human connection any day but especially while traveling.",0.92296,0.613370421900508,Strong Positive
"the baristas are very nice, great environment and drinks are pretty good. however they don't seem to know how to make a lot of the drinks on the app. the other thing is they turn the ac wayyyy up and you end up freezing sitting in there longer than 5min.",0.66848,0.36845620941001245,Positive
drinks are good. device is fast and friendly. place is always clean.,0.33264000000000005,0.8413324641254234,Strong Positive
i was asked to leave for not having a mask. i was happy to wait for my coffee outside so i asked if they could notify me while i wait outside. they said no i can not let you know when your coffee is ready. they were extremely rude. on top of it they were wearing clothing affiliated with a political movement that was found to be offensive. i would not recommend this starbucks.,-0.7477199999999999,-0.19923411567020624,Neutral
"ugh,, starbucks app let me down and this store did nothing to help, rather added salt to the wound. while 2 stars is harsh, starbucks is usually perfect and i'm spoiled by their perfection so this slight mishap is so rare it stands out. i came in and not very busy. my starbucks app/card payment that i have been using flawlessly for over a year decides it didn't want to automatically reload my balance. i aksed the girl to reload my starbuckscard and then charge my drink to my card. she charges me full price for my drink by charging it to my credit card instead of reloading my starbcuks card . since there was no line, i was super annoyed that she ignored this 20 second request. to charge my starbucks card. it is less than a dollar but when i come here everyday, it adds up. it says something about starbucks as a whole that this location is considered sub par. pretty impressive record. 1 annoyance out of the dozens of times i've been here. then again, there are starbucks i've been to hundreds of times and they've never had a mishap even this slight. considering we continue to pay these crazy prices for what is pretty much coffee and milk. i'd hope they would have perfect service.",0.08196000000000003,0.14806271458362652,Neutral
"my star rating is low because this is the smallest and busiest starbucks i've ever been to. at any time you would expect to find a working person get coffee you can expect the line is out the parking lot, across the street, and backed up to the light. i can't imagine how much business they are losing simply because of that. if they opened up another location in the area that would greatly help. i'm also not sure if they changed their to go cups but mine are always leaking! i have coffee stains all over my car :( fix the location problem, fix your cups and i'll be a happy camper",-0.51236,0.17358695365085078,Neutral
i love going to this location. the staff are always friendly they're fast and they all seem to be happy when they are working. probably one of the friendliest in the city.,0.97612,0.9998261898282892,Strong Positive
this is not my first time coming here and they can never seem to get my order correct. i went in a asked for a refund and they didn't even ask what was wrong with my drink. they are definitely lacking customer service! i'm done coming here,-0.67036,-0.435054572818129,Negative
did a mobile order and it took 13 minutes to get the drink. store was busy and not running both espresso machines simultaneously.,0.0,-0.20097282991237642,Negative
"so confusing, awful drivethru/walk up window set up. if it's busy good luck figuring it out.",-0.256,0.13454839771319044,Neutral
very nice starbucks in heart of doylestown. this starbucks sits in a historic building which adds to the cozy inside atmosphere complete with a fireplace. there is also outside seating overlooking downtown. the service is very good and i have been pleased. parking can be tricky with a small public metered lot behind the building. there is plenty of street parking if you can find a spot.,0.666,0.8485895702500952,Strong Positive
very long wait and the worst frapuccino i ever tasted. big chunk of ice with a little coffee. never going back.,-0.84996,-0.9845031852818225,Strong Negative
"this is really a top notch starbucks! it's larger than most, with lots of little areas for you to hang out with friends, or just sit alone and get some work done. the baristas are knowledgeable, quick, and don't seem to get flustered if there's a bit of a line. there often is, but they get through it quickly and you never have to wait long on your coffee. they truly care about the community as well. i work for a children's theater, and they've welcome us with open arms to bring our kids in to read scripts. there's a super cozy fireplace as well, and great outdoor space for the summer months. this starbucks does a great job of serving you like a neighborhood coffee shop and doesn't feel like a big chain conglomerate store like some of the rest",0.99668,0.9322300641658868,Strong Positive
"starbucks is my pick up of the day and by far has the best dark roast when compared to most coffee shops. however, beware of going to this location around 5 pm. i placed an order at 532 for cold brew black venti, paid and revived my order at 550.",-0.04523999999999995,0.18931817749786808,Neutral
"smaller cups,yet they are more expensive than the starbucks down the street. i paid 83 cents more here for my usual order.",-0.6,0.14907491946504375,Neutral
"i place an online order. it was a lunch box, so there wasn't much to do but have it ready. i went there and one of the girls told me your order isn't ready yet, so i told her it's just a lunch box, so she said oooh ok go ahead and grab it. they didn't have the box i ordered, so i chose a different one, and the cashier charged me $3 for it. i was so upset because i used my rewards to pay for the previous box, so i felt deceived and also pay extra for a $6 box. i basically end up paying $9. i am upset not just for the poor customer service but for the extra fee. she acted like if i was trying to steal it. the first girl i understand she was busy making the drinks, so she didn't bother me at all. i mean i can grab a box. however, the cashier displayed such poor customer service. she didn't even attempted to look in the back to make sure they didn't have the other lunch box. she also wasn't even busy. i wasted in line to have her full attention. just upsetting. also, the bread is old, and the box has bacon which i don't eat, that is why i ordered the egg box. $9 to eat half of an apple. great!",-0.6794,-0.5233409917166963,Negative
i was pretty disappointed to find out that this starbucks is closed all summer after advertising that it would be open all summer online. you have to actually go down to the store to find out that it's closed over summer. they need to update the hours for the summer stating that it's closed as well as the signage around campus saying that it's closed..,-0.4816,-0.37289207999293517,Negative
"terrible experience at this location. they gave away my sandwich to another customer and after informing them that i had not received my sandwich 10 minutes after getting my coffee, they showed no urgency and took another 15 minutes to put my sandwich into the heat....",-0.85944,-0.8586020485312278,Strong Negative
"inside of cafe is so messy, not clean at all,, my coffee, americano,, tasted horrible. which is hard to make it terrible ,, it is just black coffee after all. and my partner ordered caramel macchiato,, it was not any better. horrible as well. waste of money on coffee",-0.96756,-0.861871347296556,Strong Negative
"no one is looking to yelp to figure out if they like starbucks or not. they already know. starbucks does starbucks well. along those lines, this starbucks seems to be about average. it has all of your standard starbucks products, decent service, large windows and a small area to socialize, work or just relax. i am a fan of starbucks corporate culture, i believe they treat their employees really well and through their efforts they are improving working culture around the usa. but, because i've been in tens of dozens of starbucks around the country and globe i don't tend to rate them 5 stars. a great starbucks gets four, and an average starbucks gets 3. this one is pretty decent- but hasn't yet struck me as amazing. this was my second visit to this starbucks- of which i anticipate there being many. it is the closest to my spring internship. if they impress me further i will update this review.",0.39328,0.38949259693337057,Positive
"i love this starbucks! i stop by at least five days a week on my way into work. yes the drive thru does get a little backed up from time to time, but the customer service is worth the wait! this location has some of the best baristas in town!",0.96596,0.8768869713245746,Strong Positive
this place is crowded like most starbucks and the coffee is too bitter for my taste. my main problem here (and all starbucks in general) is the generally slow service. the staff are mostly good people but there seems to be a lot of chaos. it seems like most of the work falls on the barista and the rest of the staff doesn't know what everyone else is doing. go to saxby's instead.,-0.1724,0.17022132022477557,Neutral
i was really happy that there was a starbucks in the casino. the barista was very friendly. the reason i'm only giving 4 stars is because it was really expensive. i guess harrahs hits them with the resort fee. still love the convenience.,0.6734,0.5145052913081992,Positive
"this is a fully licensed starbucks that is inside the giant grocery store. if you've ever been into one of these mini-starbucks before, you know the deal- * they generally have the usual selection of drinks. * pastries/sandwiches are limited. * merchandise is severely limited. compared to other stores in the area, this locations claim to fame is a beautiful outside cafe.",0.4,0.02941555230516059,Neutral
"this is possibly the worst managed starbucks that i have ever visited. inexplicable and inconsistent pricing. good customer service is seriously lacking at this particular starbucks. when i brought this to the attention of the store manager, she insisted on blaming everyone else. yet she was the one that charged me differently, on three separate occasions, for the exact same drink. honestly, they really need to find someone to run this starbucks that knows what they're doing.",-0.8397600000000001,-0.3499720148151215,Negative
"the wosrt starbucks i've ever been to! 15-20 minutes for 1 frappe!? unacceptable. looked like nobody knew what they were doing, running around looking confused. i will not be back.",-0.80968,-0.6720143761092889,Strong Negative
"first time at this starbucks location and it was an amazing experience - way better than the location closer to my house. 1) it's fairly new! if you're going to try the drive-thru, there is a screen that shows your order. it's great to make sure that your order is accurate. 2) they are fast! there were about 5 cars ahead of me in the drive-thru but i was still out of there in 5-10 minutes. i purposely don't go to the starbucks near my house (of 56th and lafayette) because 5 cars in line there is an automatic 15 min wait. 3) the staff seems so friendly! keep up the good work representing the starbucks brand appropriately.",0.98324,0.6830797982251362,Strong Positive
"as always starbucks is great but expensive. i tried the new maple pecan in a venti size, not impressed:( it has a very weird taste...taste like coffee mixed with peanut butter. not a good combination. i personally won't order this drink again but it was a double star day! next time i will stick with my peppermint mocha.",0.41459999999999997,0.2003411523289904,Positive
i was relieved starbucks was open on easter! i made a trip in here that sunday afternoon to catch up on work and house hunt online. the barista made my drink very efficiently and there was lots of space to sit down. this is one of the bigger starbucks locations in nashville.,0.58328,0.16577086789355472,Neutral
"the staff will do literally anything to make your day and be personal. if they ask if you want something made off of their clover press do not say no! so worth it. every penny. i love these people. shantel is the store manager and i wish she was my mom. tony is hilarious and personal, phil is knowledgable and up for conversation, christine is like your best friend, sakinah is sweet and adorable, evan is a polite model, mary knows her stuff and you can ask her anything, darcy makes the place feel like home, she loves the popcorn and you will too. eli knows the best way to add the right flavor or spice to any coffee, let him help you! he helped me find my soul coffee -- verona with cinnamon. come here and be merry!",0.99708,0.766432820235423,Strong Positive
"i always great and friendly service here. my order always taste great. the only downfall is the speed of service. this store is really slow, but due to it's convenient location it doesn't make sense to drive to another store. just wish they would pick up the speed, i've never waited less then 20 minutes in the drivethru!",0.35048,0.41985791159751107,Positive
"i'm a former barista, though for a different starbucks, so i tend to judge them a bit strictly. this one makes the drinks correctly and quickly. i'm not always thrilled with the customer service as sometimes they can be a bit rude. but most of them are friendly. i'll go back knowing that my very specific and complicated drink will be made right. for a busy starbucks, they do very well and have their jobs down pat.",0.2758,0.26173323218844313,Positive
"often the line is really backed up in the morning and there's no parking anywhere. keep in mind if you're stopping on a weekday morning. as of recently i've noticed if i order a extra shot of espresso it doesn't get added into my beverage and sometimes they don't put my requested soy milk. when i notify them i can tell i don't have the extra shot of espresso they give me attitude and say that the paper says it so the barista must have added it, when it's quite clear it doesn't have more than the usual. getting pretty frustrated since it's the only starbucks on my way to work and this is happening more and more lately.",0.02944,0.12103247172260939,Neutral
"two perfect drinks after a night of zero sleep. soy misto for me, mango smoothie for the bf. quick service too. thanks starbucks!",0.6136,0.5082319139001179,Positive
"pretty appalling. apparently, although i've successful picked up mobile orders from probably 50 different starbucks locations, this location wants you to go inside to get your order. bizarre.",-0.40243999999999996,-0.18268301141488016,Neutral
"i visited the isla vista, ca store which i understand serves primarily students in the surrounding community. however, as a 53-year-old multi-year gold card holder, i could not have possibly been made to feel more unwelcome. the manager was far too busy chatting with his friends and running around behind the counter doing part of everyone's job in a vain attempt to train, he took only half of my order, left me standing at the counter awaiting checkout while orders from the other register continued to jump in front of my poor cup, languishing unattended beside the register. when the young lady at the other register finally rescued me, she helplessly explained she was ""just in training"" and promptly put my cup behind several others that had been ordered by customers coming in long after me. more than ten minutes after my initial order, my grande nonfat latte was finally served, about 2/3's full. despite the lack of customers at the time, i had no interest in asking the hapless barista for a redo nor did the manager offer anything but a ""your drink is coming"" during the entire wait (though at least he pulled himself away from his buddies in the store long enough to dismiss me curtly). unless you're the manager's ""bro,"" don't bother...",-0.70944,-0.38512273216490744,Negative
"last saturday on 12/26/20 i visited this starbucks through the drive thru. my sister got her beverage and i got my standard hot chocolate. there was a bit of a wait but that is standard for any starbucks drive thru these days. the beverages were decent and the location on easton road (route 611) is very convenient if not very crowded. overall, it was a decent experience.",0.0,0.24773676214576437,Positive
"this location is frequently understaffed. however, i order through their mobile app. and i'm able to simply walk in and grab my drink. i love that they offer coconut milk for drinks so you can feel somewhat healthy. i always order the caramel macchiato and it's my favorite drink.",0.6450800000000001,0.731040202437341,Strong Positive
"friendly staff, fast service and love the layout! all the greatest things you want from a coffee house. especially if it's starbucks!",0.97032,0.9436775140327853,Strong Positive
"quick breakfast before boarding our flight. everyone had on gloves and masks to serve customers quickly. i don't drink coffee, but they have many favors to choose from. i had an egg sandwich with lemonade and my husband and son had eggs, cheese and bacon sandwich. we will return soon.",0.74448,0.5489662267552704,Positive
the people who work here are awesome. it just always seems to take an incredibly long time to get my coffee.,0.24996000000000002,0.3703144728296035,Positive
the environment is pretty relaxed and i like that it's big enough for a decent amount of people. but the drive-thru can be extremely busy and the intersection at bloomingdale can be a mess. friendly staff though and it's typical of all starbucks. i return fairly often.,0.58736,0.5751713540982474,Positive
"don't get me wrong super friendly service, but almost every single time i come here they manage to mess up my order whether that be making a hot drink iced or an iced drink hot, or not heating up bakery items. you're better off driving to brookhaven. i wish i could give a better review because the staff is so nice and the location is cute and convenient, but for the $$ your order should be right the first time",0.08912000000000003,-0.00864795747509193,Neutral
"my secret starbucks place! this is the best bux i've been to in st louis. lots of seating, different types of seats (high tables, couches, normal seats), big tables, very fast google internet, friendly wait staff, very clean, lots of parking. only downside is it closes at 9pm but so does everything else in st. louis. this is the go-to place to get work done, or just chill and talk with your buddies and enjoy some starboox coffee ***oh! the internet is mad fast here!!!!***",0.5992,0.8259295129510266,Strong Positive
"worst cup of coffee ever. tastes like it sat in the pot for 6 hours. if you're going to have coffee on brew, please make sure it's fresh. this is gross.",-0.57936,-0.5502711473079893,Negative
they close at 6pm on june 14 2021 because there is not enough employees or they choose not to work until 8pm. i wouldn't expect it from starbucks. i should choose another coffee place.,-0.6,-0.3097794995396561,Negative
"they're closed until further notice ): there's a sign blocking the drive thru saying not much more than that, hopefully they will reopen soon and i'll change my stars! i hope y'all are all good :)",-0.29247999999999996,0.10046529630660964,Neutral
the usual! no complaints. got the coffee. although the person taking my order must have been new because she got it wrong. the barista had no problem taking care of it. a typical starbucks and layout!,0.55476,-0.17683177868014494,Neutral
"went through the drive-thru and ordered iced tea and an iced mocha. sat in the drive-thru for 15 minutes, 10 of them waiting for my iced mocha to be made. 7 staff behind the counter, 2 actually making drinks, several playing on their phones, and then after waiting for 7 minutes they asked if it was ok if my iced mocha did not have whipped cream as they were still making it. at that point i needed to leave so i said fine, but it still took another 3 minutes for my drink to come out. as my drink was handed to me i watched a barista put whipped cream on another drink. many young kids playing around and chit chatting, not working. definitely not going back to this location, poor service!",-0.8286,-0.3769030177150062,Negative
"while the parking isn't ideal, the staff are incredible. they're talented and caring! they remember your name and have an interest in serving each customer well. holly is the manager and she's active in the store and does a good job of picking the right employees. the people behind the counter are just incredible. lucky to call this ""my"" starbucks!",0.98176,0.2136817151258469,Positive
"friendly, fast service, drinks are as expected. limited seating that isn't always neat or clean, but remember this starbucks is in a target so they have a zillion people with carts and little kids going in and out constantly. they're very fast and i've never seen a huge or slow-moving line, which is nice because i usually want to get my chai and get the heck out of there. i'd recommend going before you do your shopping if you want to sit and nurse your drink or snack, as the sitting area really isn't large enough to allow lots of carts and bags unless it's basically empty. one or two small bags are fine, but if you've stocked up for the end of the world, put your stuff in the car and then come back in.",0.64388,0.42558352333664395,Positive
"the coffee shop was messy. furniture looked in need of replacing. table tops were in need of wiping, trash cans were overflowing.",-0.21908,-0.32785893205904193,Negative
"this starbucks is fairly new and i've only ever gone through the drive thru, but the staff is pretty awesome and efficient. had to ask for a sleeve...my only complaint",0.66644,0.7836184143128381,Strong Positive
"the staff here is very friendly and efficient. love the outdoor seating in the loop. sounds odd, but their decaf coffee is best tasting (pike). i order a pike half decaf and it is consistent tasting every time while other stores are not.",0.96028,0.5078838723539622,Positive
"stopped at this starbucks on my way to a doctor appointment. i went inside, did not go through drive-thru so i cannot comment on that. i was heartily welcomed as soon as i walked in. it's spacious, with lots of tables, a few couches, and comfy chairs. i got my order within five minutes, it was correct and hot. i worked on my laptop on the table. bathroom was clean. no complaints.",0.8664000000000001,0.4415297108235626,Positive
"i have only been to this starbucks location a few times and as i recall each experience has been bad. today was the same. i went through the drive through and placed my order of an americano & brownie. when i got to the window the barista held out the scanner to read my card as she was talking on her headset to the next client in the car behind me. she did not greet me - she was busy helping the client after me. once she took a break from the drive through clients after me - i told her i wanted to get my brownie for 50 points. she said ok with a displeased look & said she'd have to void the transaction and ring for the 50 points. that took a few minutes & a manager had to come over to assist with the void (the manager did not greet me either) during the wait time she did not greet me, did not make small talk & was not pleasant in any way. she had handed me the brownie when i pulled up but as yet not given me my coffee. i asked for the receipt when she said she had to void the transaction - and when she got the receipt and handed it to me (she was on her headset talking to a client) she seemed finished with me. i said ""i still need to get my americano"" - she said very rudely ""give me a moment"", in fact she'd had several moments. a minute or so later she handed me my coffee without a thank you. i do not plan to return to this location.",-0.9654,-0.23890600675497853,Negative
"i love this place!!! in the month that i got to spend in tucson visiting i wend through the drive through at least once a day and never had any serious issues. there was one time that my order was confused by someone working in the drive through but the staff quickly fixed it prior to it becoming an issue and gave me a free drink because of it. my kids also loved this place, all i have to say is they do something with chocolate milk that is awesome.",0.98624,0.706501443072576,Strong Positive
"worst starbucks ever, customer service is bad they just want you to get out give you the order half way, won't come back to this starbucks again that's for sure",-0.8873599999999999,-1.0,Strong Negative
"i had the pleasure of stopping here coming back from philly. my drink was perfect, and the ladies working were so sweet.",0.95704,1.0,Strong Positive
"i had a terrible experience at this location from the moment i walked in. nobody greeted me upon arrival which, if you are busy is understandable, but there was only one person ahead of me and all other customers had been served. i waited patiently till the customer was finished, then was left there while the employees joked and spoke to each other. again, i typically don't fuss about things. i myself have worked in customer service and understand that often, what a customer perceives runs deeper. finally someone steps up to take my order with yet again no greeting. i receive my order and proceeded to add my fixings. the station was extremely low on almost every item. the cream was empty, the trash was filled to the top, there were zero napkins, and the sugar had lumps in it to a point where you could not get any sugar out at all. i had to open the sugar and remove hardened clogs for the next poor customer. this is unacceptable! considering there were at minimum three employees standing around, you would think at least one would take pride in their work. it is safe to say i will not be returning to this location.",-0.88408,-0.7965030553836143,Strong Negative
"this location has the best and most cheerful employee (i believe his name is richard) i have ever encountered, and i go to starbucks regularly wherever i go. if i could nominate a starbucks employee of the year, it would be him. the location is spacious, and a quiet place to do work (thanks, free wifi). i don't feel rushed by employees to leave, even after monopolizing a table for almost 4 hours. clean, comfortable and welcoming! what else could you want from your local starbucks? i've only been to this location once (but will be coming here from now on), but i can already tell there are regulars that come to this starbucks. many of the customers greet one another; one guy even came to pick up his packed lunch that his wife had left for him behind the counter. 5 stars.",0.9728,0.6466972083764595,Strong Positive
"this is my starbucks home, and i've never had a bad experience. if there's ever an issue, they happily take care of it. (like with anywhere, sometimes things happen.) for instance, they were out of my preferred pastry recently so i opted for another, and they not only refunded my money on the ones they ran out of, they gave me my second choice for free! i'm not sure where the barista went that automatically knew my order when i walked in, but i'm always treated well and with friendly service. i can always count on this location!",0.66852,0.6247988920552671,Strong Positive
"sidenote: the best cup of coffee i've had in cwe is at pi pizza. i think starbucks excels at consistency of product. this location is no different in that the coffee is the same taste as any place else. that said, this is a great location to grab a quick cup and go. ...however, parking is tricky near maryland and euclid so this is easier said than done. i rate this as 2 out of 5 stars comparing it to other starbucks shops in the area. it is small and cramped and has one unisex bathroom which creates waiting for the bathroom an expectation. on a positive note, the bathroom has always been clean. maybe the guy in front of you feels obligated not to be a sloppy mess knowing a cute girl might be waiting for her turn. the business itself does really well given the traffic in cwe and their apple -esque ability to make people feel special while holding the logo on their cup (myself included as i type away at my macbook writing this review...). a coffee shop as a whole and i might give it 3 or 4 stars. the staff is great (as great as all starbucks staff) and you know what you are getting when you walk in the door. but when it comes down to going to a starbucks, i'd rather go to one elsewhere.",0.08280000000000004,0.4172409338628107,Positive
"ok, so i come to this starbucks often as it is somewhat close to home. i have visited numerous other starbucks over time, and this particular location consistently does iced coffee right! there is no bitter taste, no ""americano over ice and ""it is just a really great and consistent iced coffee! the people that work in this location are friendly, and always seem to know my name, even without the mobile order. it just seems easy to come here because i enjoy consistency in my order! thank you to the store and all the staff for making the experience pleasant every single time!",0.9869600000000001,0.44548413845808565,Positive
"i tried their oreo cookie frappuccino, and my husband tried their lemon pound cake.... delicious! the employee at the drive thru taking orders was extremely polite and bubbly, and let me know i could substitute dairy for coconut milk, etc. after i let it be known i'm taking a chance with dairy today.",0.88708,0.08168010343304731,Neutral
very nice store. outdoor seating away from traffic. comfortable variety in seating/working areas. friendly baristas.,0.9448799999999999,0.7748079653094035,Strong Positive
"i had the chance to meet a lady by the name of leilani and the team this afternoon at the glenwood store. the day before i bought a starbucks cup at another location, but it really wasn't what i was looking for, as i visited glenwood starbucks the following day...i realized that they had the cup i have been looking for a while now! leilani was able to exchange the cup i wanted, when other store refused to help. thanks, ladies for the amazing customer service and my amazing guava drink!",0.98356,0.3378208790872481,Positive
"service is short - ordered a venti iced caramel macchiato through the app. & the barista interrupted me multiple times - i had basic questions...shouldn't they learn how to help customers with online orders since i'm sure it's majority of there business? this starbucks is just okay - service brings it to 3/5 (should be better imo). this is a big difference between the customer service i get at this location vs. the one on sheldon road, which always goes above & beyond; it's a 4/5 @sheldon as a result. also, parking is really tight, so i recommend the drive through! my previous experiences wasn't really the best (nothing special here), so i don't stop here often at all despite it being on my drive home - maybe i come here only once every 4 months out of desperation.",-0.11719999999999997,0.2818313874965237,Positive
my favorite starbucks in the area now. they are super friendly and quick. i also like the setup and ambiance of the store. i will have to go more often.,0.66472,0.7832921351702365,Strong Positive
what a poorly run place and the workers have tons of very bad attitude... four people working and i waited 5 mins to place my order and when i asked if i could order i was snapped at and given a horrible look. go anywhere else,-0.9228000000000001,-0.756089668947078,Strong Negative
"there's always a long line wrapping around the building, because the baristas like to screw around instead of doing their job. i know this for a fact, because we go inside instead of waiting in the drivethru. it needs to be fixed.",-0.49072,-0.013258262739758286,Neutral
i love this starbucks. it has a healthy split of clientele with middle age people like to college students studying on their laptop for classes at unr. it's in a good neighborhood northeast of downtown reno off i-80. the employees at this starbucks are very knowledgeable about the drinks and are helpful. they also are very nice to the customers here. the place is very clean. it's usually busy day and nite. there always a few people in here. my favorite starbucks in reno!!,0.98976,1.0,Strong Positive
"employee friendliness was great and all but when i see three people get their drinks even though i ordered before them, then i ask where my drink is. fourth person gets their drink and i don't have my drink. not cool beans! fifth person that ordered after me gets their drink.... oh now sixth. how unfortunate i had to be somewhere soon. disappointing service today especially when i spend about $15.",-0.62676,-0.15616432694949023,Neutral
