text,actual_sentiment,predicted_sentiment
this is a very good starbucks. the parking is not the best in the world but it is located right next to the interstate and walmart. the staff here is always extremely friendly and the drinks are consistent with all other starbucks locations.,positive,positive
always have friendly and fast service! the drive thru is convenient during the cold months when you don't want to leave your car.,positive,positive
in line right now for drive thru. it's going to clear 30 minutes fir a coffee. going to be late to work. crazy.....,negative,negative
"came to the same location at a different time and the experience was 100% better! patrick, the barista, was super helpful and top notch customer service. i got a vanilla roobois, which is really good and even better with a little bit of milk.",positive,positive
always happy with the coffee and service here! the staff is friendly and my wait has always been really short.,positive,positive
"got a strawberry frappuccino. delicious as always. i also found the staff to be friendly to my kids. it gets kind of crowded in this starbucks, but it wasn't too bad this evening. great place for. usi was meetings over coffee or tea. especially if you can sit outside.",positive,positive
went here yesterday for a pink drink. very good service and no wait time or line. parking was easy to find but the space is a bit tight but overall good experience and friendly and very helpful staff.,positive,positive
"a good convenient place for coffee but workers there are not clean at all. trash was strewn on the floor for the entire day, no one cared. i went there on the eve of christmas.",negative,negative
"usually come there often, but service was beyond rude didn't even greet me, be honest didn't recognize the girl serving too, spend most of the time talking to coworker so just left. time is money and if i'm not getting proper service definitely not giving my money.",negative,negative
"stopped in to get a coffee after a canceled meeting. figured i'd grab a gift card while i was there. ordered a dark roast coffee and paid for my gift card. stood and waited, and waited, and waited. it's a dark roast coffee that's already brewed. nothing needed to be made. watched over 20 people get their orders. could not even get any staff's attention to let them know. left an unhappy customer and will not be going back. another negative starbucks experience",negative,negative
"starbucks seems out of place in an academic library. and there is nowhere to sit, the drinks are on par with any other starbucks - but with two tim hortons just outside the library on the same floor, this seems redundant.",negative,neutral
i really like that this starbucks opened in richmond heights to give me an option not to have to fight the parking lot situation at the brentwood location. however it's been open for quite a while now and there seem to still be quite a few kinks. one time they forgot to make my food and i had to interrupt them talking behind the counter to ask for it since i had been waiting awhile. another time one employee was working the window and also training someone at the bar who was taking a long time to make my drink by stopping after each step to wait for more instruction. i waited 10 minutes for an iced drink and it wasn't correct. this past time i was in the drive thru with a lady in front of me that they couldn't answer her questions so someone else had to get on and answer them. then she sent her drink back at the window that they had to remake. after all that wait they told me the food i ordered was out and i had to wait again for something else. this location is gorgeous inside and convenient so i will keep giving them a chance but i hope their training picks up soon and they get more efficient.,neutral,negative
"all i have to say is yum!! starbucks is delicious. their coffee is warm,tasty, and how coffee should be. their passion tea lemonade is sweet and very good. i also enjoy their pumpkin and banana walnut slices of bread. the location is great. i'm fond of starbucks.",positive,positive
"great drinks like any starbucks and great customer service, but the bugs flying around are so annoying!!! i can't study/do work in the store, i have to sit outside, because the gnats/flies are so present.",neutral,positive
the two star is solely for my drink not starbucks as a whole: i ordered the iced guava white tea lemonade and i got a strawberry tasting drink that reflected more of a pink lemonade taste and zero guava taste. such a shame that nothing out of this drink screamed guava to me. good customer service by staff. starbucks need to omit this drink out of their menu unless they find a real guava tasting syrup or juice to make this drink a reality.,negative,negative
waited 15 minutes in the drive thru. got a smores and a waffle cone. they tasted nothing like they were supposed too and by the point in time we got them we just wanted to throw them away.,negative,negative
"great ""neighbourhood"" starbucks. some of the sb shops have become kind of cold and sterile. this one located in north st. pete is warm and welcoming, cozy with a neighbourhood coffee shop ""feeling"" as the original owners intended.",positive,positive
"so this is the starbucks in tampa's f terminal, which happens to be a starbucks reserve! they have the reserve clover-brewed coffee. ultimately it was a little disappointing because i mistakenly thought all reserve locations also had the nitro cold brew. i didn't snap a picture but it seems like they've also significantly downsized from their renovation a year ago? there wasn't any starbucks-specific seating and i felt squished waiting in line for my drink. other than that it was on-par with any other location.",neutral,positive
this evening i had a splendid time networking with like minded individuals on my bumblebizz meeting. we enjoyed in depth conversations on current events and our campus culture. it's so nice being able to sit outside at the starbucks on the university of tampa campus!,positive,positive
the drive through is incredibly too long every time i'm here.. this time i was in line 30 min. it's just coffee what takes so long? normally it takes anywhere from 15-20 min in line and that's a good day....,negative,negative
"let's face it: starbucks are like walgreen's - one on just about every corner in town. for the coffee lover, that's a good thing because you know you are never far from a hot cup of java. the thing that sets this particular starbucks apart is the congenial, helpful staff. often i stop in not for coffee but because i'm having a bit of a down day and need a lift in spirit. with very few exceptions, the baristas here always seem to enjoy helping their customers...and that's something you don't see every day! i know that no matter what the situation or time of day i can count on sandy, shelly, emily, heidy, patrick and the rest of the staff to not only put a smile on my face and a tasty drink in my hand, but to make me feel valued as a customer and a friend. a tip: for value and the best tasting cup of coffee you can get at starbucks, treat yourself to a french press. to me, that is the only way to discover the true flavor of the many coffees available. be sure and ask your barista about food pairings to go with your coffee too. it is amazing the flavors you can experience when food and coffee are properly matched. now for the drawbacks. my past couple of visits here i've noticed a disturbing trend: one of the managers (at least he acts like a manager...i can't be positive) has a bad habit of talking down to the rest of the staff and tends to be a bit of a tool. from some of the comments i've heard it seems like he may have some unresolved anger issues. (if he weren't of above-average stature, i'd say it was a napoleon complex.) not sure what his deal is but it makes me wonder about what kind of people skills starbucks requires managerial candidates to have. while it hasn't been enough (yet) to make me not return, it's getting really close.",positive,positive
"i'm not usually a starbucks guy. i wanted a coffee and was on the way to visit friends; if i showed up with one coffee, i'd have to put up with sad puppy dog eyes, so i stopped at the local starbucks. there really aren't that many other options in the suburbs of west edmonton. i actually think the coffee and the espresso are pretty average and certainly not worth what they charge for it. but, this stuff is way popular and well branded. i mean walk into a real italian café and try that tall, grande, vente thing and watch the retarded child look you're going to get. only tall means something to a european barista and it ain't what you get a starbucks. a ""tall"" coffee is a single expresso made with twice the normal amount of milk as a ""short"". it's not a ""size""; it's more volume because you're asking for more milk versus the more common ""short"". similarly at a bar, you can ask for your highball in a ""short"" or ""tall"" glass; same drink, more mix. if they get that much wrong, how good can the coffee really be? the really annoying thing is that this location has a drive-thru window. who's brainwave was that? they have customers both inside and outside and one barista. so, guess what? there is a long suffering line in front of the counter and one snaking around the building. additionally, you have no real sense of where you are in line or when you can reasonably expect your order to come up. the staff look stressed out; the bartista definitely is and there isn't a customer with a smile on their face for a good thirty paces. oh, what a good time.",negative,neutral
highly disappointed it's 38 outside and this guy is telling me they don't make medicine balls and people have colds and it's one of the coldest days in history.wow i'm not coming back here .,negative,negative
"i am truly disappointed in this starbucks location. i have only been here a few times, but today was my last. first off, they didn't have any of the sandwiches that i wanted to order, so i had to settle for something else. then the cashier definitely got my order wrong... i asked for two of the sandwiches we settled on and two waters. i got one of each. i didn't have time to stand around and correct the issue after i realized what happened because we were on our way to church and they move pretty slow at this location. overall, the customer service was mediocre at best. there are just too many other options to tolerate this level of disappointment.",negative,negative
been going to this starbucks for quite some time now. i order the same drink each time and i don't find the drink that i order to be that difficult to understand/make (green tea lemonade no classic syrup). without a doubt each time i go my drink is always made wrong whether it's not the right size cup i ordered or half the time they don't add the lemonade when i specify it 3-4 times prior to paying. i think starbucks needs to hire more attentive people than what they currently have on staff at this location. ridiculous.,negative,negative
i love this starbucks so much! i go every weekday morning and sometimes on my lunches as well. i always use the mobile ordering because it is so convenient. my drink/food is always perfectly prepared for me and ready as soon as i get there. the staff are all super friendly and they are super efficient. i used to wait in line before i got the app and they would just pump through the line. you don't have to wait 5+ minutes here just to put your order in and i love that. this is definitely my favourite one in the city!,positive,positive
"mistake stopping here! never check reviews before stopping at a starbucks...but i will now! die hard starbucks fans on vacation, stopped on a sunday before noon. should have realized that the flies and i mean a lot of flies inside (um can you say ""dump"") was a bad sign. one person in line who took forever to order her tall iced coffee. ordering was easy - passion ice tea and a decaf iced with cream and pumpkin. simple drinks. tea came out in decent time...coffee try 10 minutes (mind you there was a drive thru, but two baristas running drinks). didn't tell us they had no ice decaf and only because we were watching and overheard convo where they were like just make a latte...usually they sub decaf americano in any other cafe...and they let you know. one person starts it after we correct them and then it sits while they go do other things...a second person picks it up and completes, not before squeezing caramel on top! we question what's on top and while she was nice, after we said we didn't order that way she said ""do you want it with it?"" - ah we just told you we didn't order it that way! took another 5 minutes to get it right...meanwhile a father and daughter enter and loudly say ""look no line for once!"" clearly there is an issue at this location.",negative,negative
"this is a nice big clean starbucks on canal around a lot of busy hotels. there was only one person in line in front of me. the girl started ringing me up, stopped in the middle and got someone else since she was going on break. that person started ringing me up then stopped halfway and said someone else needed to train on the register. during this time two people behind me were rang up on the other register which was frustrating since i had my toddler with me and needed to get in and get out. i finally got my drink and it wasn't very good. tasted like their shots are burnt and there wasn't enough flavoring. definitely didn't stop by any more on the rest of my trip.",negative,negative
"worst starbucks experience i've had. i was the only person in line and wasn't acknowledged for quite a while. till person was sub par, and made me feel weird. bar person had a headset on the entire time - which i would understand if she was talking to drive through customers - but i could tell quickly that she was talking to her coworker through it (the till girl). she made no contact with me. i've worked for sbux before and this was the worst experience i've had.",negative,negative
"worst starbucks store, ever. if you want to wait for a cup of coffee for 15 minutes and not able to enjoy, please stop by.!!!!!",negative,negative
"i usually come here on a coffee run for my family while they are at work, so i usually have a large order. i have never had any trouble with my order. it has always been right. i've only had 'burnt' coffee once and that wasn't even with the big orders. everyone is super friendly. i love this starbucks over the others in the area. they're nice, they get my order right, and they get it to me quickly.",positive,positive
this newly remodeled starbucks is great. the barista's are always very pleasant and the coffee taste great. it's kind of expensive but it's starbucks right.,positive,positive
"worst one in tucson, went once had horrible experience, tried again a year later, still went bad, asked for a no water extra ice green tea no sweetener in a venti cup.....instead i got a black tea in a grande that was overly sweet.... don't hire kids, there stupid....",negative,negative
i have to update my review based on the experience i had on a double star thursday. obviously it was a busy morning which is why i placed my order with the mobile app. i arrived 5 minutes after the eta i was provided. there were at least 7-8 baristas running around. i stood right in front of the mobile order plastic window protector for about 10 minutes without being acknowledged by anyone. then another lady came around me and one barista finally came over to ask her first if she's been helped. i highly doubt you didn't see my broad shoulders in my large black hoodie sis. i just don't know what it is. sometimes this location provides outstanding service and then other times you get barely mediocre service. at least my eggnogg latte and roasted ham and swiss sandwhich tasted good. i asked for 3 shots of espresso in my eggnogg latte but it didn't taste extra charged like i was hoping.,neutral,negative
"this is an awful starbucks. it's consistently terrible service with rude employees and the drinks are never correct. i was in there today and they didn't have any blonde espresso. really? i also asked for whipped cream and when i got my drink there was no whipped cream. so, i sent the drink back asking for whipped cream. the barista said ""well, it does not say that on the cup"". and i was like i know, that's why am telling you now. because they weren't listening to me up there. and you can lose the attitude. why?!! why are all of the employees here so rude? why can't they also just get a drink correct? the line is also always way too long for the drive-through. it's pretty bad when there is a starbucks inside the target next-door and the employees there tell me they have people bringing drinks to them to be fixed that they got from this starbucks.",negative,negative
"good, friendly service. quiet with ample seating, although i would have preferred some nicer and more comfortable leather seats. not a bad starbucks. my iced white mocha-cinnamon dulce hybrid latte was superb.",positive,positive
"slow service, crappy staff, not what it use to be. asking for a name just goes to show how much the staff doesn't remember their day to day heavy tipping customers, well, fixed that pretty fast, don't mind if i do keep the extra two dollars everyday.",negative,negative
"close to the freeway, good for travelers, good promt service, nice drinks. like any starbucks. mostly close to the freeway.",neutral,positive
"this is probably my favorite starbucks to go to in philly--and not just because they are directly across the street from my favorite fast food restaurant. the service and the drinks have always been on point and today was no different! i am not a fan of cold coffee but they offered me a sample of my favorite hot flavor cold. i tried it, but i didn't like it. somehow, willingly drinking cold coffee seems sacrilegious. in any event, the barista had made a small one in case i liked it. not wanting either of us to waste it, he suggested that i ""bless someone who would appreciate it"" and i managed to do just that. there tend to be homeless people hanging around across the street at my favorite place to eat. so, i went across the street and approached a man with a sign and asked him if he likes iced coffee. keep in mind, it's late july and the heat and humidity have been a bit much this year. i explained to him that they made it for me and that cold coffee just isn't my thing and offered it to him. he said he loved iced coffee and was more than willing to drink it. i gave it to him. i felt much better knowing that it wasn't going to waste, because, well, wasting starbucks is just wrong. i also feel good knowing that we did something good for someone in need. this was a good trip!",positive,neutral
"they be slow. even for regular coffee. they put their priorities on the drive through rather than the people who take the time to come inside, which i think is pretty fucked up. the place is clean tho, which is nice.",neutral,neutral
"this starbucks has probably one of the rudest barista's ever. slamming the oven, throwing our food down. i get that it's early but if you hate your job change it. three stars because the coffee is good.",neutral,neutral
"this is a large, cozy location with ample variety of seating. there is a fireplace with cozy armchairs, perfect for a casual coffee date or chat. there are long shared tables that are perfectly suitable for both groups or individuals. if you'd like some more privacy to focus on your work, single tables are available, as are booths. there is also a enclave-type space for maximum privacy, partially separated from the rest of the room by a frosted wall. in the several hours i was at my table completing a ridiculous amount of work, this location became very busy and rather noisy. if you don't mind the bustle, then you'll be fine (particularly if you choose a table by the window and away from the masses, as i did). i ordered a fine cup of earl grey tea, and a rather delicious almond croissant.",positive,positive
quick drive thru service,positive,positive
"this starbucks fucked up my order. i ordered a matcha latte w almond milk. they put way too much freaking powder. like chill. it shouldnt be that hard to make a matcha latte. it's literally powder and liquid. how do you mess that up. i understand that these employees r new but why did you hire them if they cant make a simple drink. fire them. i paid 7 dollars for the most horrendous piece of shit ever. u guys ruined my day, and my appetite.",negative,negative
it's unbelievable. my wife came here 10 min ago and asked for a cup of warm water for baby formula. they said 54 cents. she said i left the wallet with my husband on the first floor and starbucks is on the third. they said no. i don't know what's wrong with this particular location when the refuse mother with a baby a warm cup of water. we will follow up with a complain.,negative,negative
"just had a 25 minute waiting experience inside. we went inside because the drive-thru line was backed up onto westshore. we waited so long and were going to be late for work that we decided to get a refund. we waited in line for that and then at the last minute thought our drinks were next to be made so we decided to wait for our drinks. ended up being inside just over 25 minutes. what's wrong with you, starbucks? hire more people. expand your facilities. open up a second location across the street or down the block. or have a sign that says ""your anticipated wait time is 25 minutes.""",negative,negative
"my wife and our three little ones have been stuck in the minivan since michigan go visit my parents in oregon. we have stopped at many starbucks and fast food establishments. all have fallen flat in the hospitality and engagement realm. let's talk about the gem of hospitality in a 2 minute experience. her name is kara and i'm sure her face is as lovely as her spirit l, however under a black mask to protect herself and our family. she asked us how our weekend was and was very polite and understanding how amazing it is to drive 30 hours across the country with 3 little kids. sarcasm. haha. who offers water to their patrons on top of the amazing service?! kara! this establishment is more than lucky to have such a dedicated and lovely person working here.",positive,positive
the location and atmosphere are fine. it's a mall location. i just feel bad for the girl rosie. she is miserable at her job and tries to make the feeling mutual. u pick ur job love. u don't have to hate life n people don't want that vibe. #notrosie,neutral,negative
nice people. don't bother with the egg nog latte because they have the flavor of warm milk. the pumpkin spice latte misses the mark as well.,negative,neutral
nothing like sitting in the drive they for 30 minutes to find you missed the teeny tiny order screen and instead of them helping you at the window anyway- they tell you to drive back thru to the end of the line and order! poor service. i will now become a dunkin donuts patron for life!,negative,negative
"timing is everything? yup! of course had to stop today to get the free holiday cups! of course you need to get the grande specialty drinks. as we were waiting, the line started to increase.. four cars behind me and three cars in front. hubby uses the app and says we needed to spend $20 to get 75 stars... our purchase total was $10.25... but he always falls for those gimmicks.. like buy one get one free etc.. when i got to the window and showed her his phone, she said the car in front paid for ours!!! perfect timing! thank you to the car in front!",positive,positive
"this by far my favorite starbucks drive thru, even during busy hours the baristas are able to get you in and out without jeopardizing the quality of your order.",positive,positive
"this is my favorite starbucks to go to in santa barbara!!! the staff is what makes this particular starbucks so great. this location can definitely get pretty busy at times, but the staff are always so friendly and provide wonderful customer service regardless of how busy they are.",positive,positive
"not the closest starbucks to my work but i still go here every morning. lisa and carol are awesome, remember my drink every time and even got me started on a starbucks card so i can get free stuff since i am in so much! my 5 stars goes to them. the other staff members are also very friendly and usually have a line out of there in no time, with no complaints.",positive,positive
"i come to this starbucks several times a week, mostly using the drive through but also coming inside often to work. the staff is friendly and knowledgeable. they seem to keep their staff--there's not a lot of turnover and constant training. the drive through is really quick. the amount of seating is pretty good for a smaller sized starbucks. there's a public table in the middle where you can sit and plug in your laptop. it's pretty quiet most of the time. i would honesty give it five stars, but two things made me hesitate: -this starbucks has floor to ceiling windows on two sides, which makes it really bright and inviting. but it is so cold in the winter. it's difficult to work with your coat on. -there are a couple of regulars who come in, don't purchase anything, and sit and sleep in the chairs. they smell like they haven't showered in quite a while and the entire place starts to smell like that. i feel for them and i wouldn't want them to be put out in the cold, but sometimes it becomes really unbearable. i don't have an answer for it. it's really sad and unfortunate. occasionally i'll buy them coffee. they're super sweet and kind. but it keeps me from holding business meetings here in the mornings. i'll choose another coffee shop nearby. overall, great, fast, awesome starbucks. one of my favorites.",positive,positive
i have recently been going to this starbuck's more due to the fact all my meetings are very close to this location. i was having a bad day and they asked how i was doing and i said terrible and they gave me a free drink. it was really great and kind. i went there the following day and the barista asked if i was having a better day. it was great to know they remembered me and cared enough to ask. i am really impressed by this location!,positive,positive
"this location deserves 5 stars, but it is always so busy that it takes 15 minutes to get your order. the baristas are always fantastic and on point so if you can spare the time, treat yo self!",positive,positive
"ever since i moved to bordentown this was one of my favorite things. the starbucks is less than 5 minutes away from my apartment. (can be a bad thing too haha) usually the service is always great; however, the only huge complaint i have is they don't check their mobile orders. on multiple occasions i've placed a mobile order and it won't be ready when i get there, nor did they start it. today, i arrived 10 minutes after i placed the order and they hadn't checked. i can understand if it's busy, but it wasn't today. this won't make me stop coming here, but maybe they should have a different system to know to check mobile orders. a lot of times i'm in a rush and then have to wait another 5-10minutes.",positive,negative
"not a great starbucks location - exceptionally slow. and ""exceptionally slow"" doesn't even capture just how slow it is. we waited in line for 10 min behind a single person ordering a coffee (drip) and breakfast sandwich - and 3 people were ""working"" at the time. all i wanted was a simple drip coffee. you'll find this starbucks in the harrah's casino, next to the canal street entrance. make sure you go in that side or you'll have to traverse the entire casino floor to find it. and if you do that, you'll see lots of pitiful fools gambling half-asleep at 6:30 am. two stars because they are a real starbucks and can scan your phone app",negative,negative
this starbucks location is located in/next to the national constitution center which is a plus. no free/easy parking in the area so this spot is great for walking traffic. the staff was nice. they did not have cookies available so my son was disappointed. i'll definitely be back.,neutral,positive
"of course we all love starbucks! but lately i have found that my caramel mochiato doesn't taste the same as sometimes they don't have all the ingredients. also, the location that i go to is the one on town center. i would order food in advance, go pick it up to find out that they didn't have what i ordered and i had to find some kind of alternative; then wait for them to prepare it which is what i wanted to avoid in the first place. i wish that they would have called me in advance to let me know what they don't have in my order to spare me the wait. i learned my lesson not to order in advance, but on site or drive-thru.",positive,negative
"since all starbucks are pretty similar, i'm going to review this based on atmosphere and location. this starbucks has a great outdoor seating area. it is pretty massive (being more than 5 tables) and is great for sitting outside in the few months that it is nice to do so. inside there are a few comfy chairs closest to the parking lot and some tables. there are actually two handicap tables that are rather large. that means, unlike other tables, two people can actually comfortably work at it. it is a pretty small starbucks, but small tables that fit two (or really one comfortably when working) seem readily available. the parking can be a little tricky. normally there is enough, but the empanada place next door has some reserved parking, which limits the parking spaces. i got the last one when i got there at about 1 p.m. on a monday. however, by the time i left around 3:30 p.m. there were plenty of spots. there is no take out at this starbucks. however, it is on a main road (4th street n) so it is pretty easy to swing by and get in get out.",positive,neutral
"my once-a-month place while waiting for my wife's meeting to end. always busy, a bit noisy but if i xan sit in the comfy chair. im happy. friendly baristas.",neutral,positive
"there is only one word that comes to mind when i think of this starbucks, and that's finally!!!!!!! oh my gosh i cannot explain how long i have been waiting for a starbucks in algiers and i am in loveeeee with this one since it has opened. my very first impression was how nice and big the building was. the interior is especially appealing with very nice architecture, decor, and plenty of seating. the staff are friendly and helpful and on my first visit one of the baristas offered me a free drink because she had accidentally made an extra one. i have been here 3 times since it has opened and have gotten multiple drinks at each visit--all of which were made to my liking. so far i have zero complaints and i'm sure this place will live up to its name. i will definitely continue to heavily support this starbucks!",positive,positive
"great location, fast service (even at their peak hours), and friendly employees :) this is usually my go to sb & i'm never disappointed.",positive,positive
"i love starbucks but this is the single worst location i have ever encountered by far. between 300 and 330 on monday mar 2 i was trapped in their drive thru line unable to get out during the half hour it took to get to the window and be able to escape. people were actually leaving their cars and clustering to talk while we waited, unable to escape. when we went in to plead just to be able to leave the line, forget the coffee, we were told ""they got busy"" - but hey looked fully staffed, not abnormally busy, and not edit silly hurried. awful awful awful.",negative,negative
"absolutely the worst starbucks i've ever been to! i give it two stars for the two good baristas it has. to give a glimpse of what i frequently go through: i always ask for soy milk because i don't drink normal milk since it makes me sick but apparently someone thought it was ok (or didn't think at all about the drink they were making) and put whole milk in my drink let me repeat that whole milk do you know what whole milk does to someone who does not drink milk!! none the less that was not the first and last time they have messed up my order. my tummy, toilet and wallet still haven't forgiven them for their service and honestly the only reason i go is because it's inside the library but even then i rather walk a few minutes to get cheaper coffee at the student center.",negative,negative
"should have stopped anywhere before here. stopped for a smoothie. thought i'd get one with protein and skip a full lunch. ordered the strawberry/banana and a banana nut bread. twenty mins later after i watch him pick up and put down my cup and make coffees for people that came in several minutes after i came, barista hands me some coffee drink. that's a smoothie? oh i read it wrong. then he goes to make to come back and tell me they don't have the right protein and asked if i want the new protein. sure as long as there is no dairy. he proceeds to dump in 2 scoops then before mixing it turns to tell me that oh it does have milk in it. uhm. yeah. that's a problem. so now he's on his third remake of my drink. so no joke and less exaggeration it took nearly 20 min for one drink in w store with two people in front of me and one behind me (who walked out before me). $9. i could have gotten a full meal at panera way faster. next time.",neutral,negative
this is the worst starbucks i have ever been to. they always suck no matter the time of the day or the day of the week. they will 100% mess up your coffee. do not trust them. they are always in a bad mood and will rush you. absolutely terrible. last resort.,negative,negative
"hate to say it but all starbucks are pretty much the same. this one gets an extra star because it's clean, the bathrooms are stocked and the baristas aren't rude. they aren't overly friendly, but i don't expect too much! they get the drinks right, they seem to be well trained and the app makes the purchase process go smoothly! be careful backing out of the parking spaces in the front lot!! there are bollards at the end of the spaces and i've seen quite a few people hit them backing out!",positive,neutral
"more than half of the people here were waiting for their coffee. i put in a mobile order, and my breakfast sandwhiches were done by the time i arrived. however, my brewed coffee and green tea took a total of 20 minutes (exactly). they're down to one espresso machine today, but it seemed like there were plenty of staff... one person was being trained... maybe have someone pour drip coffee and make tea? otherwise, place seems nice. plenty of seating and not too loud.",neutral,neutral
"worst starbucks ever, staff ignored me when i had a problem with my order. in fact worse looked at me at the register and turned their back on me and continued to talk. all i wanted was to buy the banana nut bread i had asked for and they did not add to my order.",negative,negative
if you want something from this starbucks you need to go through the drive-through. the wait times are extremely long. you go inside hoping to get your drink and as you watch them serve every car in the drive-through before they get to your order it is frustrating. i've given this place about six tries now but it has consistent customer service. i think i'll take a pass.,negative,negative
if you have tried one starbucks it can definitely seem like you have tried them all but in reviewing this one i looked at the fact that of the three in the mall here in sherwood park (yes you are reading that right....there is infact three in this small mall) this location is the standout. for one if you work in the mall or somewhere nearby it is very easy to get in and out of this one quickly. all three times that i went last week around 8:30 there was nobody ahead of me in line and the only thing i really had a wait for was for the barista to put out the containers of milk and cream as she had not finished setting up for the day yet. secondly if you need a pastry with your morning java fix they seem to have the best selection here. i had tried the safeway starbucks as well last week and by the time i got there at 8:30 about half of the pastry case had already been cleared out. i don't think alot of people associate starbucks with target yet in their mind like how many do with safeway and starbucks. so to sum it all up while there was nothing stand out about this particular starbucks location when it comes to the franchise as a whole when it comes to convenience and selection of product for those in the area it really can't be beat.,positive,neutral
big and spacious. not small like typical locations. and plenty of seating outside for you to enjoy the weather and views.,positive,positive
"guess what? there's a good starbucks at rocky point! who knew? it's convenient to access from the causeway, just a right turn and you're in. as typical with all starbucks, it's kept clean. they have full service, so you can order a breakfast (i could live off the sausage egg and cheese) or have them heat up a lunch sandwich. the staff is friendly and the service is fast. i only wish they had a larger dinning area. there's only about 3-4 small tables. i know they don't want you to hang around but sometimes i just want to read in a nice comfy leather chair, read the news and sip my coffee. that's not happening here.",positive,positive
"settle down everybody. it's a starbucks. we get it. you hate corporate coffee. as far as starbucks goes, this place is now part of my morning routine. it's pretty simple. i want coffee. they have good coffee. and the morning crew knows their regulars, knows their usual orders, are pleasant and attentive to everyone, and manage to crack a few jokes in the process.",positive,positive
"it's like a mcdonald's, but coffee. expect average american coffee and service and you'll be ok.",negative,neutral
a community a starbucks as you'll probably get. if you catch them at the right time you might even walk away with a free sample. that said they do get busy and you can tell the staff gets a bit overloaded. try to come by at off hours and it will improve the experience.,positive,positive
"i love starbucks but i avoid this one. it has some of the slowest service i have ever experienced at a starbucks. i was there 2 days ago...the guy who was doing the drinks loves to talk to the costumers and his co-workers, which is fine...i just noticed he does a lot of talking and no working too. he will stop working and just start talking and talking. there was only one person ahead of me and it still took almost 10 minutes to get my drink. i also got over-charged at one point. the price on the menu was lower then the price i was charged. i added nothing special to my drink...i was going to ask for an explanation or my money back but there was a big line at that point so i let it go. small coffee shop, not much sitting. music can be too loud sometimes. on the plus side there is a sweet cece's and a chipotle right next door, that's a bonus.",neutral,negative
the staff is incredibly friendly and even at the most hectic times keep things moving steadily and consistently. sometimes i appreciate being able to just take a break from everything and sit there and relax with something to eat and drink.,positive,positive
this is a large starbucks with plenty of good seating. good neighborhood with good restaurants for a lunchtime break.,positive,positive
"(4.5) ~ very good overall food & service! ** my wish finally came true...a starbucks with a ""clover brewing system"" close to home!:-) read about the clover brewing system online and order your favorite coffee bean either hot -or- iced. my fav is their aged sumatra:-)",positive,positive
"i would give no stars. i never do this,write a remark. but this was bad service. simple order two coffees and three breakfast sandwiches. waited and waited. got my wife's coffee waiting on mine. customer behind me got his three coffees and breakfast sandwich. still waiting and not a word from the employees. second customer behind me got his two coffees and food. still waiting, wife's coffee is now cold so i asked what's going on ? they said they are just making the other coffees now. so i asked them to make my wife's coffee again. third customer got their order. still waiting. i figured it out at the end, they saw my badge when i paid got to my car and the coffees they made weren't even hot. i love starbucks but i think i'm done. i'll find a mom and pop coffee shop.",negative,negative
"this place have kicked up there game recently. the lines are moving much faster now! i'm basically in here everyday now. the workers are amazing. they all finally got my name right! yay!!! so many drinks that i love but can't get all the time bc of the crazy calories: salted caramel frap & mocha- delicious. i love the salitness and sweetness double chocolate frap with the choc whipped cream-yum white choc mocha-mmm hahaha...i could prob list the whole menu, but i won't. oh, the breakfast sandwiches and pastries are wonderful as well. give those a try!",positive,positive
"i stop by this starbucks nearly every day. the staff are super friendly, quick, and i have yet to have a bad experience here. i usually order ahead on the app, but even when i am in line the service is quick. not to mention the fact that i have a custom order that i love and they always make it right. i have been to pretty much every starbucks in our area, this one is my absolute favorite.",positive,positive
"this isn't my first choice for starbucks in the area, but it's up there on the list! they seem to stay pretty busy, but any time i've gone in to work for awhile, i've been able to find a seat somewhere - though it's been close once or twice. sometimes the drive thru is slow. sometimes my order's not quite right when i get it, though it's more a matter of how they make it rather than receiving the wrong item. the parking lot is currently hard to navigate between the pot holes and tight lot space. but despite these few ""issues"", i enjoy this starbucks location and keep coming back again and again. the friendly baristas and chill work space make the occasional hiccups worth it.",positive,neutral
"one of the largest starbucks in town. therefore has more space for added extras in food and coffee extras and seating. service has always been friendly. seating at tables, round tables, lounge like chairs, at a bar looking out to west end/harding and outdoor seating. many meetings have been held in this starbucks. parking is shared with the strip mall but always a place to be found. early am coffee drinkers are moved along nicely, so one doesn't feel like, ""oh snap, i should have skipped coffee this am"". the milk and sugar station remains filled and tidy and the tables and bar are clean. one of the top starbucks in town due to size and hospitality combined. others also have great quality service, but not the space. close to many other places, grocery, liguor store, mexican, sushi, sandwich place, office store and drug store and close to 40 and 440. looking for a meeting coffee place close to everything with great service and clean, bazinga, here it is!",positive,positive
"this starbucks is still just a solid 3 stars. they get the job done, but without any extra pizzaz in customer service. i stopped in to pick up a grande cold brew before my class over at the apple store. the cashier was very dry, to be honest i do not remember her even thanking me or ordering. the wait for my beverage was minimal, considering two others were ahead of me in line. the young lady who presented me my drink, did thank me for coming in. so i figured, it was her job to say, ""thanks"". i wish starbucks would go to paper straws or the new lids that are like a travel mug and do away with the plastic straws. will i return? - only if i am taking a class at the apple store. when: february 27, 2020 why: liquid refreshment for class",neutral,negative
