text,actual_sentiment,predicted_sentiment
there are always employees stuffed in the closet space that is the single order counter of this tiny starbucks no wonder they are so impatient and rude,negative,negative
this is my favorite starbucks ever the employees are always so nice always make my drinks perfect unlike other locations i ve been to the service is always very quick they are always very inviting thank you starbucks on chippewa landsdowne for being excellent,positive,positive
this place was disgusting i d rather drive to rockville road then to get something from here ever again if i could give zero stars i would between given me the wrong drinks and old food with a bad attitudes it s not worth it my advice travel elsewhere,negative,negative
this location has always had quick accurate service one time i was feeling sick and had a particularly bad day so i thought i d go to starbucks for a drink and a small treat that s a big deal to me too because i only go to starbucks maybe times a year i reached in my purse to grab my wallet and realized i had left it in my gym bag i told the barista that i d have to go home to get it and then he just told me he d cover the order himself i almost cried i was so happy seriously the nicest thing and exactly what i needed that day will definitely be returning to this location again and again,positive,positive
oh dear god if you go to a regular starbucks i e not on the u of a campus you ll have an awesome visit and it ll be everything starbucks is suppose to be if you go to a starbucks on the u of a campus you ll probably have a terrible experience especially at this location right outside the cameron library first off the servers only speak spanish why i have no idea they also never smile or strike up a normal polite conversation with you the one server who must be a manager of sorts always looks like she s ready to kill someone i actually don t think she s capable of a smile or even standard conversation the drinks and food are the same as any other starbucks and you early points on your starbucks membership at this location but you can t use your points at this location this is stupid and i think has something to do with how this location is franchised compared to others i worked at the library and in the summer this location didn t open until am the same time the library opened for students this is fine but for staff it sucked if they even opened minutes earlier it would have made life so much easier and in the summer their sign says they close at pm personally i think that s ridiculously early for a coffee shop and for awhile their sign said pm but they still closed at pm they re also incredibly slow in fact i think i could be faster moving backwards they always seem to have a line but it s mainly because they serve so slowly they have two cash registers but i ve only ever seen the one open they also seem to have a hard time keeping the condiments refilled most mornings the milk isn t out right away and most afternoons there s no sweetener available they re definitely letting the starbucks reputation down,negative,negative
the baristas here are friendly enough the drinks taste the same to me at every starbucks so i ll leave the coffee reviews to other yelpers there are two things that stand out to me about this location because of the layout with the counter in a separate room from most of the seating you can camp out for hours and not leave reeking of coffee there are tons of electrical outlets i have yet to find another starbucks in philly that has both of these things going for it,positive,positive
the service was amazing and the girl with the blue hair was so nice and make my drink perfectly,positive,positive
let me preface this by stating that i rarely reivew things i have only good things to say about this stabucks i frequent many starbucks and this location is by far my favorite i am a very consitent person and like to go in when i know my favorite barista will be there the service is wonderful and they really do make an effort to get to know you and to be friendly a special shout out to kevin the barista for being such a positive person and always brightening my day i am always happier when i leave this location than when i come in they have nice tables that have excellent light for studying and it is always very clean and welcoming additionally there are rarely lines inside of the store but the drive through is usually busy because of the proximate location to the highway best reagan,positive,positive
didn t warm my banana bread or my mothers and gave me a half full venti coffee and a lukewarm chai latte extremely disappointed wish i could get my money back,negative,negative
everything about this is standard in regards to quality of the product the staff could be more pleasant but it really variates depending on the shift all of that aside the remodel stole the old comfort this starbucks always had in its atmosphere it has an uncomfortable feeling now and they removed a lot of seating so it s prone to getting more crowded and it won t be a great place to study or relax like before but if you re just stopping by it ll suffice,negative,positive
i love java frappuccino from starbucks but this one from the wynnewood starbucks was horrible i went there during the week around pm i don t know if it s always the same lady who works by that time but anyway the frappuccino tasted like water there was too much ice i couldn t even taste the coffee or the chocolate i couldn t drink with the straw i only ate the whipped cream with a spoon really disappointed,negative,negative
slow and dirty best explain this location my iced coffee was horrible and i got snapped at by a bitch employee who wears a jeff cap i will never visit this location again and won t miss it at all,negative,negative
a much better setup than the typical starbucks with a huge open area and clean easy living and studying atmosphere that feels so welcome this is what we need in any good coffee shop especially at these insane prices i am not a fan of starbucks continuously hiking prices without improving incredigent quality nor support their corporate tax avoidance through sneaky politics forcing us average americans to compensate out of our pockets for their business trucks even thought they are a company started and run by the red white and blue i do enjoy their incredible smartphone app which is very intuitive and offers all the necessary options for ordering but again the prices are not fair at all considering the massive amounts of sugar and overprocessed ingredients found in many of the menu items three of us did go out of our usual addiction to get a hold of the pumpkin cream which did us right and a dragon fruit refresher which continues to be one of the few redeeming qualities here that i enjoy every time i try it extra fruity and exotic actual pieces not too sweet and great hot day sip i would love to see starbucks become a more corporate steward showing others how to balance extreme popularity and mature responsible business practices,positive,positive
i can see why they have bad reviews but honestly they re still new and still going thru the hiring process i come here about twice a week before work and i have seen a guy get flustered bc he s by himself which is understandable so i don t get upset over that however this morning there were two new faces i think the girls name was haley and i didn t catch the guys name but he had that blonde curly justin timberlake hair going on well they awesome they were polite attentive and very quick they were getting people in and out of there super fast all the while being nice and courteous i don t know why people are being so negative on here they are still new they are waaayyy better then the one on the icon which also doesn t accept rewards and stuff now they are super rude i would rather skip starbucks then go to them on saturdays the girls there don t look like they want to be working and they just have the worse attitude i ve given them several chances hoping that maybe it was an off day as we all have those days but nope that was just their attitude the only downside to this location is that they re not open on saturdays hopefully that changes soon bc i literally live ft from them otherwise keep up the good work,positive,negative
i know i know you either luv em or you hate em i fall into the love em category i do not go for all those froo froo fancy smancy calorie stuff thought i am a venti bold with sugar free french vanilla syrup and a little half and half whether hot or iced this go to drink for me is a daily fix whether made at home with my grinder and syrup or on the go and grabbed at the store this location is my home location no drive in but very friendly staff and lots of places to sit inside and out if you are in the area stop by you just might see me there,positive,positive
worst starbucks drink i ve ever had ordered the nitro cold brew with cold foam first off the coffee was warm normally there s ice in my cold brew or it s extremely cold this was unacceptable it was warm and the cold foam was warm as well and very thin just terrible my fianc ordered it and when i realized the disaster we didn t feel like going back in traffic to get back to the location disappointed spent almost on one drink and can t even finish it because it s not very good at all,negative,negative
after a boozy lunch we stopped by the starbucks for some afternoon beverages i rarely drink coffee so i ordered some ice tea cooler thing my guy ordered a trente americano all the funny complications to his order he loves i think it s pretty funny i was confused to whether the new size trente was ounces or shots although i m a complete dork when i m buzzed the barista enjoyed my humor,positive,positive
thanks for my very favorite seasonal drink no matter who s making my drinks it s always perfect the way i like it excellent work guys,positive,positive
this is my go to starbucks location because i live close to there never had a bad experience coming here the people that work here have always been friendly and courteous in my personal experience they keep the inside of the store clean and organized and service is fast and efficient i got the iced caramel macchiato and they made it well sometimes some places will put too much ice in the drink and it feels very watered down or it feels like you re getting way less than what you paid for but here they don t over ice they re also generous with the caramel and you get a ton on both the bottom of the cup and on top of your drink the only real downside to this location is because the store is located on the corner of a busy intersection the small parking lot means that parking can be really limited at times during a busy afternoon the drive thru line can snake around the building and really spill over and hold up traffic but other than that good location will keep coming back here,positive,positive
great location and friendly baristas perfect reason to stop in for coffee and read i m always happy with my cup of joe here the pastries are usually limited not sure if it s because people have a major sweet tooth in the area or they are under stocked seating is a bit sparse but they have a few tables outside for a sunny day,positive,positive
i tried this location for times by placing mobile orders they are so slow in preparing my drinks every single time i had to wait in additional mins after arriving if you are in a hurry i strongly recommend to avoid this location,negative,negative
everytime i come to this starbucks the drive thru wait time is insanely long even when there are only a couple of cars in line i know this is a new location but get it together let s get this drive thru moving faster,negative,negative
stopped here when we passed by to grab some coffees went thru the drive thru service was quick and our drinks were made correctly,positive,positive
larger starbucks w good outdoor seating that is shared w other businesses good indoor seating as well perfect for studying,positive,positive
this location is actually the location right across the street from west edmonton mall right beside boston pizza it is not located inside the mall i ve gone to this location a few times and to be honest it lacks in customer service on the occasion there are a few barista s that not only provide a quick service but also provide a friendly attitude while on other days the service is extremely slow coupled with a rude attitude depends on the day there is a drive thru at this location as well which is convenient,negative,positive
alright so starbucks is usually starbucks in my book went in here after lunch got through the line quick with friendly service coffee was hot and they have coconut milk here things seemed business as usual and what you would expect walking into a starbucks remember if you have the starbucks app open it while your in line to make sure your signed in and not when you get to the register like i did fail,positive,positive
i love this location it s just where you need it right across the street from a doctor s office my fav drink is the green tea frap the rice crispy treat is really good too free wifi and excellent customer service at this location,positive,positive
this is my go to neighborhood starbucks i m here a few times a week and love the coffee the staff is friendly and they really get the job done this has to be one of the busier starbucks and it runs like a well oiled machine most days the lines are long at peak times but i think that s to be expected the employees never stop moving so the wait times aren t bad,positive,positive
very disappointed to see that they found it necessary to cover up and blank plate every single plug in the place never have i run into this issue at any other starbucks,negative,negative
stopping in right before i headed to my daughters game to get an easy fav carmel frap the staff is always so welcoming and friendly i d definitely recommend this starbucks thank you guys sooo much,positive,positive
i want to first start off day that this store and the employees there are very revolting the bathrooms were dirty the bar was super messy and i being the customer seeing that makes me not want to go there ever i have went there only one time and will never go again due to the fact that there are very rude and unprofessional employees there this one employee made a huge big deal behind my back and a friend behind our backs this employee name is xander he has had made various accusations about me and my friend having a fetish with transgenders first off that is very untrue and that we had no idea this employee was transgender he should be employed at this store or any starbucks he has been so rude at the times when me and my friend was there aside from that the store was very comfortable to do some studying but besides that xander should not ever be employed at any starbucks he has worked at the tyrone starbucks and had accused everyone at the tyrone store that they were out to get him i hope someone sees this and have a talk with this person warning if you go to this starbucks please be careful he may bring something upon you,negative,negative
the store was clean and employees were friendly coffee from this location is as expected from a starbucks chain it tasted fresh and was made to order they weren t real busy due to the recent snowstorm so we didn t have to wait in line and our coffee and food came out fast the cranberry scone we had was tasty as was the caramel latte my only complaint is the space is quite small and not good for groups especially when the larger spaces in the back were occupied by a single person in each while the tables for were all empty so the of us had to take up seating areas in the middle of the place it is conveniently located right off the freeway and not too difficult to get back on in either direction the lot was car friendly meaning there weren t any steep ingress egress conditions to deal with nor any gargantuan speed bumps would i go back yes as long as we have a smaller group,positive,positive
if this is the starbucks at gate a i have to say i m sorely disappointed wow depending on who it is the service is decent but they cannot choose slower staff to work here if they wanted to there are plenty of green aprons around but i ve never see folks move so slow it nearly made me fall asleep watching them please pick up the pace folks we need to catch a flight,negative,negative
service is so slow i ve been there multiple times and end up being in line for longer than minutes each time just for one drink i use to go to the old one and have incredibly fast service with cars ahead of me i prefer the original starbucks in brownsburg because they are faster when you are in a hurry,negative,negative
this is the worse starbucks i have been twice in the past week and ordered through the app which stated it was a minute ticket time i live in new orleans east and i order a latte while i was mins away and once i reached the store my coffee wasn t ready they are extremely slow and should hire more staff for the morning rush i had to cancel my order twice within the last week i prefer to order from starbucks on st claude,negative,negative
this location is perfect i wish there were more parking i stop in for my fav drink green tea frap always lots of people tons of wifi user the best part is the staff they are very nice if their is a new product or promo they always explain what it is and what it taste like mini cherry pie is really good,positive,positive
this place is ridiculous seriously why pay bucks for coffee when you can get it for a dollar at mcdonald s not to mention snobby people some customers and some employees i don t care if you are called a barista or not to me you are a coffee pourer don t make me feel like a low ball because you sell expensive coffee end rant,negative,negative
this is the worst starbucks go a little out of your way to avoid it i used to be a regular at this location but it just became a hassle they either run out of something like the syrup or milk you like or they are super slow with making your drink on a few occasions i ordered a drink and waited over minutes for it i tried the order ahead thing and when i got there it wasn t made because they ran out of syrup waste of my time do yourself a favor and go to the one in the giant or on west chester pike,negative,negative
out of all the starbucks i go to this one always has cold coffee in the afternoon so if you re looking for coffee i wouldn t go to starbucks that s kind of silly because i thought that s what they were known for coffee,negative,positive
my sister and i came to this starbucks for some coffee go figure neither of us were pleased with our orders i figured out that the problem with mine was that the baristas didn t know how to properly use soy milk in coffee this is going to sound weird but i am so picky about it i don t even use soy milk in my own coffee at home because i haven t mastered it i m not sure how but when you re using soy milk in coffee you have use it differently maybe in different ratios than milk otherwise the taste is disruptive to what you re looking for from your coffee the starbucks i usually go to in target in clearwater mall has it down pat unfortunately this crew wasn t up to par with their use of soy milk in my frozen salted caramel mocha frappe no whip with soy i was disappointed it honestly didn t even taste good the soy milk took all attention of my taste buds and also had a drying affect on my mouth which was obnoxious coffeesnob lol,negative,negative
i ve been studying at this location for a couple years now while also occasionally checking out other cafes coffee bars and i always end up coming back here this starbucks has an awesome layout when it comes to seating but more importantly the staff here are amazing small gestures like remembering to get me a cup of water with my coffee even though i always forget to ask or patiently talking me through what comes inside a pmkin spiced latte without rushing me out the way will definitely make you feel appreciated and welcomed thank you,positive,positive
without question this is the slowest starbucks i have ever been to i have now been standing for minutes awaiting two drinks that i have already paid for given the expected holiday demand this location is extremely inefficient find another location,negative,negative
can t even believe the horrible service we just had my daughter ordered a drink no other customers in line ahead of us as we stood for minutes waiting all girls stood there talking about stuff and not one of them made our drink the one girl was alone making drinks for the drive thru alone while these girls talked and did nothing one sat down then got up and finally made my daughters drink and it wasn t even made right we had to tell them it was wrong and have them fix it she even while talking and making her drink threw the empty container across the room to the trash can which it missed and fell to the ground then she proceeded to throw the top from it across to the trash which missed too unreal glad i wasn t a manager there seeing that very unprofessional,negative,negative
normally starbucks is great consistent from location to location right well sadly not the case this location seems to struggle with the basics order a standard drink straight from the menu with no modifiers you should be ok i say should because some times they end up on the mobile stand when ordered via drive thru now if you order any drink with modification might as well skip this location something will be off wrong milk type or leave out the espresso not exaggerating calling won t change much as i ve done that head over to th street if you d like to get what you ordered if you want to roll the dice come here,negative,negative
i m with the first reviewer that this is not the best starbucks to stop at there is a nicer one down the street i stopped to use the restroom and ordered two tall strawberry frappachino s i m not sure if they put any strawberries in here the drink was not the usual pink color that it is at other starbucks and it only tasted lightly of maybe strawberry syrup not worth the i paid,negative,negative
i went here to get my salted cold foam cold brew and the barista said they were all out of salted cold foam cold brew what the heck do you mean you re out of salted cold foam cold brew y all are advertising it everywhere so they gave me an iced coffee instead of my salted cold foam cold brew and thankfully they put some salted cold foam on top but the salted cold foam wasn t even salted wtf is this why would i go to get a salted cold foam cold brew if the salted cold foam isn t even salted unacceptable this is why people regularly die in the bathrooms,negative,negative
never get an order right hot not cold big not small not sweet too sweet never fail to get it wrong remind me not to come back cute inside but coffee is a disaster,negative,negative
this place don t deserve any star i paid dollars for a horrible salad and a express coffee it is supposedly they coffee what the heck this starbucks it s inside a nice hotel gsr how is possible have a crap job like that,negative,negative
i used to think all starbucks were the same but boy was i wrong i have come to this one several times before but mostly just through the drive through nothing to brag about but i did get what i ordered until last time i did my order on my phone and already pre paid so all i had to do was run in and grab it off counter i was in hurry and on my way to the other side of town i never order whip cream on my fraps so i didn t notice their was no carmel on my blended frap as i m driving down the freeway i took my first sip and did not taste any caramel so i looked at my cup and did not see the usual caramel stickiness on the bottom or sides so i called the guy to let them know my caramel macchiato did not have any caramel in it he told me to take the rest of my coffee to another starbucks and they will fix it for me like i had time to go to another starbucks with my half drank frap to ask someone to make it right i was shocked at such bad service from a dollar drink that they messed up i have never been back to this location since and no i did not take my half drank frap to another starbucks either,negative,negative
the billboards say open and they mean that as i ve stopped here on many an odd hour and holiday great drive through service and employees who are very friendly despite those odd hours and holidays too only reason i m holding back the fifth star is that the logistics when leaving the drive thru are a bit annoying but if you are on that dead stretch of i between tampa and orlando and need that caffeine fix seeing their sign on the horizon over the interstate is a beautiful thing,positive,positive
i go into this starbucks when stopping into macy s i agree with other reviewers that the baristas are friendly the lines are typically short and move quickly however my main complaint with this starbucks is that the music is usually so loud much louder than other coffee shops it makes it hard to relax they usually play something so upbeat it would be nicer if it was something more laidback there is plenty of seating available however it gets crowded quickly i think from the people coming from macy s and the shoppers coming from other chestnut st stores for me this starbucks is good in a pinch but it s not my usual hangout,positive,positive
my favorite starbucks by far everyone here is always so nice and helpful exceptional service every visit i pass other starbucks store just to come this one,positive,positive
awful customer service if you don t fit there mold they treat you like crap avoid this location and i now will avoid starbucks all together go to dutch bros or somewhere they treat there customers like people it s no wonder they are in the news all the time for judging and profiling people it s not like there coffee is all that good either just convenient don t bother,negative,negative
one of the better starbucks i found newer above average size and spacious layout a couple of extra cushioned seats bathrooms clean food case is well placed plenty of parking easy access in and out the usual friendly and efficient baristas lines can get long but never long waits really not much to complain about,positive,positive
sat for several minutes at the window just waiting on our coffees today at pm i made a comment about how long it was taking to my company as it was surprising the gal at the window was just looking at her computer doing nothing she finally grabs the beverages that have been sitting next to her computer for the entire several minutes i asked her if they had been sitting there all this time they were she said no i responded with yes they were why to which she decided to ignore me rather than give any attention a simple apology would have sufficed but as i asked several questions after the fact and she completely acted as if i didn t even exist unacceptable ignored completely unacceptable toodles starbucks you have reminded me yet again why i opt to take my business elsewhere,negative,negative
the coffee is what the coffee is always good the only thing that i m unhappy with is they have nothing to stir your coffee with instead they have you use straws now for a company with enough money to have a business on every corner and in every grocery store how can you not have stir sticks that don t mess up our environment,negative,negative
ordered grande cafe americano and server poured me regular coffee from pre made bin guess i just should have ordered coffee and saved some,negative,negative
this is probably one of the biggest starbucks in the area it has great seating inside couches chairs benches and outside you can park on magazine street pay to park or you might find some free spots around the corner on the street or in the back lot,positive,positive
the service here is one of the worst i ve seen at starbucks they try to be so quick even when it s not that busy i guess they are rushing to take a break that they miss the customer service part i m serious about customer service some may say it s just a cup a coffee i would say so is folger s instant crystals and when they have store and baristas i will expect the same from them,negative,negative
i just started coming here and for the second time in a row they took mins to make my two coffees and i i usually stop by when i know i have time as my job is mins away they took my payment and left me there waiting for a while and ended up being late not reliable and most likely not going back,negative,negative
this is unfortunately my local starbucks never personable staff typically rude and overcharges my beverage at least twice a week coffee can get pricey but the prices i m paying are inconsistent every time wish the staff would be happier to be there,negative,negative
for some reason this sorted has the rudest and most inattentive employees of any starbucks to date i have never had the urge to tip rude rude rude,negative,negative
starbucks is not my first choice in coffee places but because they are everywhere they are convenient especially drive throughs yesterday i placed my order sat in line for minutes pulled up to the window and held my phone out for the girl to scan i said this is a free reward she got mad because she could not get her scanner to work snapped at me when i asked her if she wanted to take my phone which i guess they are not allowed to do this is fine but explain it don t attack me for asking it finally scanned and then she said that i owed her the i repeated that this was a reward she then got mad all over again snapped at me and was just rude because she did not hear me and had to scan again i will not be going back to this starbucks the coffee is just not worth the wait or the lousy employee attitude,negative,negative
this is the most friendly and enjoyable starbucks i have ever been in even though i live hours a way my wife and i always make a point to come to this starbucks when were in town for the holidays i dont know everyone s names but connor alex natalie and justin are always so positive and welcoming and they even seem to enjoy making my difficult drinks if you re in santa barbara this is the one to go to,positive,positive
i really like this location of starbucks the baristas are very friendly and happy to modify your order to your liking also they have this awesome bar area that i ve never seen so being here alone working away at my laptop i can sit without taking up a table all by myself and i don t feel alone because i am practically behind the counter hanging out with the team also i ve never come here where it was so packed that i couldn t get a seat which is always a plus,positive,positive
so slow people hold spots for groups of and it makes it worse i really hate coming here but when you stay here the only option is to leave the hotel to go to another place the staff is friendly but sadly this is the slowest starbucks on earth the people who cut in front of us also took the last breakfast sandwich then they didn t have the tea i wanted then someone else found it then they made my drink wrong which i drank anyways and i tipped them because i always do but this is also a tip and the same people going to the pool are just here to use the pool for the day so mind you if you stay here you share the pool with every line cutting tom dick and harry and it s crowded crowded crowded,negative,negative
i have never been inside of this starbucks lol i ve only experienced drive through service which is why i m giving stars i usually stop by this starbucks on my way home from holiday it s just before the expressway on sr and sun coast pkwy which is a very convenient location the drive through moves fast and my order has never been incorrect kudos to the staff,positive,positive
just left here and the staff was so friendly and sweet all had smiles on their faces and wished everyone happy holidays so nice to see happy employees late at night girl at the register tonight exceptionally nice,positive,positive
there isn t much particularly noteworthy about this starbucks location it s as modern as it needs to be it s as cozy warm as it needs to be the baristas are super friendly but it is a little on the smaller size as far as seating is concerned there probably is enough seating for this inconvenient location which is at the end of a strip mall on the frantic busy germantown pike you just gotta be quick to enter the parking lot at the right spot and not drive past this location else you ll have to make a round trip back to access it again my drink was made perfectly and the barista went so far as to add a little sprinkled fairy dust on top of the whipped cream something i haven t had happen at any other location that just added a little extra zip that made me smile which made for a completely enjoyable visit the baristas are hipster cool here so i shouldn t have been too surprised,positive,positive
wonderful starbucks location the staff is great and always friendly i mostly go through the drive through and the employees are always sweet and funny my favorite was when i asked if they made a different type of drink and the response was heck ya and it s super yummie this response made my son and i giggle nice job,positive,positive
absolutely the worst starbucks i ve ever been to i give it two stars for the two good baristas it has to give a glimpse of what i frequently go through i always ask for soy milk because i don t drink normal milk since it makes me sick but apparently someone thought it was ok or didn t think at all about the drink they were making and put whole milk in my drink let me repeat that whole milk do you know what whole milk does to someone who does not drink milk none the less that was not the first and last time they have messed up my order my tummy toilet and wallet still haven t forgiven them for their service and honestly the only reason i go is because it s inside the library but even then i rather walk a few minutes to get cheaper coffee at the student center,negative,negative
one of the cleanest organized friendly and prompt starbucks i have ever stepped foot in i was nervous to order in store due to time but they were really fast the quality of the food was superb i ordered the egg sous vide and a toasted white chocolate mocha it was all very delicious,positive,positive
clean store friendly staff cheerfully added cash to my starbucks card and had my food order ready before i finished putting cream in my grande what s not to like,positive,positive
right at the bottom of an office building and surrounded by other offices i am continuously amazed as to how quickly and efficiently the staff moves and how friendly they are even remembering regular customers my seven year old occasionally comes with me and while on occasion she is hard to take they always treat her so very kind and graciously when it seems like there s a starbucks on just about every street corner you expect him personal robots only know you when they re collecting your money that is not the case at this location,positive,positive
the asian food restaurant that used to be here had some really over salted miso soup it wasn t very good if you think about it coffee is a sort of bean broth anyway the drive thru is convenient and pretty fast when the line isn t too long,positive,positive
the slowest drive through ever everytime i come here coffee is good staff is friendly but for some reason with only a few cars it always takes longer than minutes so go inside is my advice,negative,positive
very friendly baristas at this location it s in the bellevue so the architecture is beautiful there s a seating area in the back corner separated by a wall the first time i was here i didn t see the seating there s also outlets underneath the bench seating so it s a good place to charge your phone it s very clean too,positive,positive
here for another job amazingly quiet on a father s day the girls here were extremely nice and helpful but even though it was slow they were keeping busy i love it when it s slow and not crazy,positive,positive
this starbucks consistently closes minutes before closing time we drove minutes out of our way to get to this one before they closed and we got there minutes before closing we show up to the lights turned off employees standing inside and they wouldn t answer us in the drive thru i ve worked at starbucks before and know that this is a big no no and is basically stealing from the company next time i ll order on mobile so they can t avoid it so frustrating,negative,negative
i pulled up to starbucks this morning at thinking it opens at am because that s what the website says i get there and try to order and nobody was answering i pulled up to the window and the lady rolled her eyes and walked away then came back and held up fingers on her hand then walked away again also there was cars behind us which shows that this wasn t just an error on my behalf,negative,negative
started out my morning with a few minutes to spare so thought i d grab a chai on way to work with one cashman truck in front of me ordering i thought great this will be quick not the guy took forever to order then he and a blond flirtatious woman chatted for a good ten minutes while he was very slowly handed just drinks with my extra time shot plus the recognition the place must not know service i declined my order and had to blow my horn to get the guy to even drive out of the lane needless to say i won t be back,negative,negative
the line was out in traffic as usually however the service was fast i placed a mobile order and no exaggeration by the time i circled the building and walked inside my order was ready the drink although was carmel it gave me more butterscotch vibes vs carmel i did like it but i probably wouldn t order it again the birthday cake cake pop was good the service was fast and friendly i would recommend this location,positive,positive
this is my favorite starbucks in jefferson parish they seem to have a good crew working there and they always make my drinks the best the big windows make the store bright and cheery other than that it is a typical starbucks offering the usual fare i often like to stop in on saturdays as i m out and about,positive,positive
i have been to many starbucks in canada and by far this is the most friendliest one every customer was greeted as the entire and left by multiple barista the gentleman at the register even check to see if i got my order this is how a starbucks should be,positive,negative
pros barista was friendly and the place was very clean internet worked well and was fast my drink i ordered i always get the chai tea latte was delicious as always cons someone else accidentally took my drinks so i ended up having to wait extra while they made me a new one not necessarily starbucks fault but still a little frustrating also they did have a small wait in line to order about minutes which wasn t horrible,positive,positive
i love this starbucks it is great for studying and all of the baristas are really friendly and kind i love coming here to work on homework and anything else i need to do i would definitely recommend this starbucks to anyone in the area,positive,positive
the slowest service ever i ve lived close to this starbucks for a few years and always regret going never changed always slow,negative,negative
it s a starbucks but it s my favorite starbucks in the city to study do work and enjoy a coffee get a gold card order a coffee get free refills on coffee or iced coffee sit and do work pretty great for all of that,positive,positive
drove out to this location after placing my order through the app placed my order with the app to guarantee me a valentines day purple cup and i got order pickup a breeze selected drive through from the app and when i arrived i told them i was there to pick up and order gave them my name and pulled up to get it this location was actually not that busy only cars ahead of me in the drive through so didn t take long at all for me to get my order ordered my grande brewed chai tea with heavy cream and pumps sf vanilla and a stevia packet my beverage was very yummy just wish it was a tad bit hotter diet keto tip go for no whip unsweetened and stick to heavy cream sugar free alternatives available are sf vanilla and sf dolce wish they d bring back the sf caramel keep in mind i m a tea person my go to order of i want a hot beverage is the brewed chai tea with heavy cream and pumps sf vanilla and a stevia packet my go to for a cold drink is the peach green tea unsweetened,positive,positive
sloooooooooooo snail slow i have been to this starbucks drive through four times since it opened and every time i have gone i get excited because there is no line but i waite for my beverage minutes sucks i will never go here again,negative,negative
the best starbucks i have ever been in philadelphia an amazing staff especially jawuan who made the amazing attached recipe which is gonna be my favorite from now on thanks jawuan,positive,positive
i have been to this location several times over the last few years i have had excellent service and poor unfriendly sevice it depends on who is working as with all place my most recent experience as usual there is a long line in the drive through but it moves fairly quickly once i placed my simple order of a venti white mocha it was just a few mintues before i was at the window my order was ready hot and handed to me i loaded more money to my gold card signed the receipt and was on my way the window attendent was friendly and quick i normally go to the drive thru location on th because it is less crowded but it is usually more traffic issues to get their,positive,positive
i ve been here several times and the service does not get any better today server sailor advice me not to get a specific drink because she didn t know how to make it so i had to change my order thanks to her overall she still messed up my order,negative,negative
worst baristas in town not only did they not follow the simple instructions for a latte on the side of the cup but they short changed me by a half a cup,negative,negative
this starbucks location inside the greenwood target had some very friendly baristas working yesterday through the target app target has been offering off drinks i took advantage of that discount several times before the coupon expires they were unfortunately out of my favorite breakfast sandwiches however that is something i encounter frequently at many starbucks locations the barista made a delicious iced americano cold foam irish creme for me and i got one of my favorite treats a brownie,positive,positive
my order was somehow misplaced and it took over minutes to get a tall latte i had to ask twice about my drink next time i ll drive to a different starbucks,negative,negative
cheers to this starbucks in yardley its easy to get in and out they don t obstruct the lines with lots of nonsense on the floor like many starbucks locations do,positive,positive
i am never one to complain usually if i get an order wrong anywhere i would still take it and never say a word unfortunately this location gives me reason to complain they never make my drink right and i order straight off the menu with no modifications there is also one staff member that is never nice to me not sure what i would ve done to receive treatment that she shoves the drink at me without even looking at me gives me reason to go to any other starbucks in the area,negative,negative
absolutely terrible service i purposely drive across town to avoid this starbucks baristas are super rude and don t know how to make the drinks right this place seriously needs a visit from management,negative,negative
i love it here they have made a few mistakes on my drink but they do anything with in their means to make it up the staffs awesome,positive,positive
starbucks needs to check the freshness dates on their meal sized plastic box treats seems at times freshness dates are overlooked snack and coffee freaks be aware coffee is hot or coffee drinks are ice cold as we all know starbucks has a coffee version for everyone the hot breakfast sandwich choices do not disappoint this applies to any starbucks anywhere it seems at the corner of state and victoria in sb the starbucks crew is always friendly and nice they do fix my orders just right every time no worries at this location on my coffee requirements a most convenient location at times use the app it makes it so easy to get in and out of this busy starbucks if you need a coffee upgrade or a new flavor version handlebar is not too far away,negative,positive
my favorite starbucks location i ve been to ever and i ve been to several in first my lifetime what separates this starbucks from the others i ve been to is that they always make sure to treat each customer with respect and kindness no matter what and always greet me by name i used to live by a starbucks in california for years and it was only in my last year living there did they start recognizing that i was a regular while it didn t bother me i felt the difference moving here and seeing that everyone was just kind and welcoming to each other and the customers it s such a pleasant feel to come into,positive,positive
